grouping,group_value,metric,mean_bias,std_bias,median_bias,count,p_value_anova,p_value_vs_real,p_value_vs_zero,p_value,f_statistic,t_statistic,significant,significantly_different_from_real,p_value_vs_real_bonferroni,significantly_different_from_real_bonferroni
global_north_south,Global North,diff_generosity,3.881302631578947,0.3794031459977398,3.8150000000000004,76,2.3123203597502897e-10,7.171981324693289e-78,7.171981324693289e-78,7.171981324693289e-78,43.15748164741732,89.183266500652,True,True,2.581913276889584e-75,True
global_north_south,Global South,diff_generosity,3.5588486238532107,0.36461385422656406,3.5119999999999996,218,2.3123203597502897e-10,2.054210439673094e-217,2.054210439673094e-217,2.054210439673094e-217,43.15748164741732,144.11347682004663,True,True,7.395157582823138e-215,True
global_north_south,Global North,diff_corruption,5.499684210526316,1.6596020262743822,5.5105,76,1.333359958133779e-54,2.1824848330003387e-42,2.1824848330003387e-42,2.1824848330003387e-42,379.30316400039476,28.889537751271813,True,True,7.856945398801218e-40,True
global_north_south,Global South,diff_corruption,2.597287037037037,0.8504811120052528,2.4585000000000004,216,1.333359958133779e-54,3.648732168635185e-111,3.648732168635185e-111,3.648732168635185e-111,379.30316400039476,44.8830282047226,True,True,1.3135435807086665e-108,True
world_123,World 2,diff_overall_happiness,0.3459137931034483,0.9066448729230622,0.173,464,3.302503680820945e-10,2.0869696298233722e-15,2.0869696298233272e-15,2.0869696298233722e-15,22.66652360378064,8.21844512909377,True,True,7.51309066736414e-13,True
world_123,World 3,diff_overall_happiness,0.9716944444444443,1.1836224740647292,0.9245000000000001,36,3.302503680820945e-10,2.007557452593529e-05,2.007557452593529e-05,2.007557452593529e-05,22.66652360378064,4.925697842357655,True,True,0.007227206829336704,True
world_123,World 2,diff_life_evaluation,0.3459137931034483,0.9066448729230622,0.173,464,3.302503680820945e-10,2.0869696298233722e-15,2.0869696298233272e-15,2.0869696298233722e-15,22.66652360378064,8.21844512909377,True,True,7.51309066736414e-13,True
world_123,World 3,diff_life_evaluation,0.9716944444444443,1.1836224740647292,0.9245000000000001,36,3.302503680820945e-10,2.007557452593529e-05,2.007557452593529e-05,2.007557452593529e-05,22.66652360378064,4.925697842357655,True,True,0.007227206829336704,True
world_123,World 1,diff_gdp,4.623340909090909,0.451562452513586,4.616,44,2.8075725575786527e-19,2.2032404164717894e-45,2.2032404164717894e-45,2.2032404164717894e-45,49.648794626821925,67.91480110004863,True,True,7.931665499298441e-43,True
world_123,World 2,diff_gdp,3.772780172413793,0.5546514829007064,3.7784999999999993,232,2.8075725575786527e-19,1.257220865110828e-195,1.257220865110828e-195,1.257220865110828e-195,49.648794626821925,103.60609736817118,True,True,4.52599511439898e-193,True
world_123,World 3,diff_gdp,3.546666666666667,0.5456266769396777,3.6194999999999995,18,2.8075725575786527e-19,1.4869482963516366e-15,1.4869482963516366e-15,1.4869482963516366e-15,49.648794626821925,27.577889680993902,True,True,5.353013866865892e-13,True
world_123,World 1,diff_social_support,6.469068181818182,0.46948533908442974,6.476499999999999,44,0.43768021095106646,6.834398019234083e-51,6.834398019233986e-51,6.834398019234083e-51,0.8286173002195555,91.39996552036772,True,True,2.4603832869242698e-48,True
world_123,World 2,diff_social_support,6.369452586206896,0.5306328553523891,6.464,232,0.43768021095106646,6.900524656994004e-252,6.900524656994004e-252,6.900524656994004e-252,0.8286173002195555,182.8318967279016,True,True,2.4841888765178414e-249,True
world_123,World 3,diff_social_support,6.463055555555555,0.6794885163053526,6.483499999999999,18,0.43768021095106646,2.527344536184722e-18,2.527344536184722e-18,2.527344536184722e-18,0.8286173002195555,40.35450460915512,True,True,9.098440330265e-16,True
world_123,World 1,diff_health,6.020636363636364,0.2326733503202719,6.0595,44,9.407859545551346e-05,1.2594676509816349e-62,1.2594676509816349e-62,1.2594676509816349e-62,9.57527888126578,171.64141737646855,True,True,4.5340835435338855e-60,True
world_123,World 2,diff_health,5.851660869565218,0.31572515511326205,5.846,230,9.407859545551346e-05,9.918649036992311e-293,9.918649036991182e-293,9.918649036992311e-293,9.57527888126578,281.08254788140357,True,True,3.570713653317232e-290,True
world_123,World 3,diff_health,5.664666666666666,0.3793568861360285,5.66,18,9.407859545551346e-05,1.2428009348034351e-21,1.2428009348034351e-21,1.2428009348034351e-21,9.57527888126578,63.35233696100792,True,True,4.474083365292367e-19,True
world_123,World 1,diff_freedom,6.310295454545455,0.49800170820410516,6.305,44,8.380204225727331e-12,2.4626772774399008e-49,2.4626772774399008e-49,2.4626772774399008e-49,27.89454700656661,84.05144799396858,True,True,8.865638198783643e-47,True
world_123,World 2,diff_freedom,5.579330434782609,0.7701397448389457,5.6975,230,8.380204225727331e-12,4.2808818441586573e-200,4.2808818441586573e-200,4.2808818441586573e-200,27.89454700656661,109.86932704534026,True,True,1.5411174638971167e-197,True
world_123,World 3,diff_freedom,4.883277777777778,0.8955694084544633,4.944500000000001,18,8.380204225727331e-12,2.7387636479529164e-14,2.7387636479529164e-14,2.7387636479529164e-14,27.89454700656661,23.133877498405965,True,True,9.859549132630498e-12,True
world_123,World 1,diff_generosity,4.058159090909091,0.35154793534547446,4.0405,44,6.420731162244125e-15,1.3197576379784078e-47,1.31975763797837e-47,1.3197576379784078e-47,36.64001499200204,76.57215242005819,True,True,4.751127496722268e-45,True
world_123,World 2,diff_generosity,3.576896551724138,0.3520163779963494,3.5265,232,6.420731162244125e-15,2.6283791782477994e-235,2.6283791782477994e-235,2.6283791782477994e-235,36.64001499200204,154.77025652119283,True,True,9.462165041692077e-233,True
world_123,World 3,diff_generosity,3.4671666666666665,0.3766477914757097,3.4364999999999997,18,6.420731162244125e-15,4.384303715425297e-18,4.384303715425297e-18,4.384303715425297e-18,36.64001499200204,39.05490142764427,True,True,1.5783493375531071e-15,True
world_123,World 1,diff_corruption,6.370568181818182,1.5265763244308803,6.5825,44,5.2062400954376555e-55,4.8950892333236433e-29,4.8950892333236433e-29,4.8950892333236433e-29,198.68795712454371,27.681268237072242,True,True,1.7622321239965116e-26,True
world_123,World 2,diff_corruption,2.8787695652173912,1.0392084298357722,2.609,230,5.2062400954376555e-55,1.3529392012484672e-109,1.3529392012484672e-109,1.3529392012484672e-109,198.68795712454371,42.01149724818848,True,True,4.870581124494482e-107,True
world_123,World 3,diff_corruption,2.0315555555555553,0.5053935242749802,2.0999999999999996,18,5.2062400954376555e-55,3.974308127611994e-12,3.974308127611994e-12,3.974308127611994e-12,198.68795712454371,17.054354367733474,True,True,1.4307509259403178e-09,True
continent,Africa,diff_overall_happiness,0.7033541666666667,0.8604387670817508,0.7575000000000003,48,2.2920858315601775e-21,8.66756290017161e-07,8.66756290017161e-07,8.66756290017161e-07,20.060262492042416,5.663367105197801,True,True,0.00031203226440617795,True
continent,Asia,diff_overall_happiness,0.5726195652173912,1.0016990274483735,0.28449999999999953,92,2.2920858315601775e-21,3.713357354537541e-07,3.713357354537541e-07,3.713357354537541e-07,20.060262492042416,5.483058057329947,True,True,0.00013368086476335148,True
continent,North America,diff_overall_happiness,-0.4754166666666667,0.5903110257676517,-0.5230000000000001,36,2.2920858315601775e-21,2.6605714661436282e-05,2.6605714661436282e-05,2.6605714661436282e-05,20.060262492042416,-4.832198409796861,True,True,0.009578057278117062,True
continent,Other,diff_overall_happiness,0.5686034482758621,0.9688138494914351,0.4279999999999999,232,2.2920858315601775e-21,1.2781152538053013e-16,1.2781152538053013e-16,1.2781152538053013e-16,20.060262492042416,8.93949823602119,True,True,4.601214913699085e-14,True
continent,Africa,diff_life_evaluation,0.7033541666666667,0.8604387670817508,0.7575000000000003,48,2.2920858315601775e-21,8.66756290017161e-07,8.66756290017161e-07,8.66756290017161e-07,20.060262492042416,5.663367105197801,True,True,0.00031203226440617795,True
continent,Asia,diff_life_evaluation,0.5726195652173912,1.0016990274483735,0.28449999999999953,92,2.2920858315601775e-21,3.713357354537541e-07,3.713357354537541e-07,3.713357354537541e-07,20.060262492042416,5.483058057329947,True,True,0.00013368086476335148,True
continent,North America,diff_life_evaluation,-0.4754166666666667,0.5903110257676517,-0.5230000000000001,36,2.2920858315601775e-21,2.6605714661436282e-05,2.6605714661436282e-05,2.6605714661436282e-05,20.060262492042416,-4.832198409796861,True,True,0.009578057278117062,True
continent,Other,diff_life_evaluation,0.5686034482758621,0.9688138494914351,0.4279999999999999,232,2.2920858315601775e-21,1.2781152538053013e-16,1.2781152538053013e-16,1.2781152538053013e-16,20.060262492042416,8.93949823602119,True,True,4.601214913699085e-14,True
continent,Africa,diff_gdp,3.515875,0.5549739760839552,3.6340000000000003,24,5.788906657871812e-08,2.81939437669648e-20,2.8193943766964594e-20,2.81939437669648e-20,7.970336263334429,31.036048969997047,True,True,1.0149819756107328e-17,True
continent,Asia,diff_gdp,3.908086956521739,0.8830582169329231,3.9935,46,5.788906657871812e-08,2.104475833822899e-31,2.104475833822899e-31,2.104475833822899e-31,7.970336263334429,30.016067835187307,True,True,7.576113001762436e-29,True
continent,Europe,diff_gdp,4.24519696969697,0.5310788792549332,4.2940000000000005,66,5.788906657871812e-08,7.720175227950131e-61,7.72017522794991e-61,7.720175227950131e-61,7.970336263334429,64.93977554793149,True,True,2.7792630820620474e-58,True
continent,North America,diff_gdp,4.018888888888889,0.36113104821785696,3.9309999999999996,18,5.788906657871812e-08,1.7916918020877344e-19,1.7916918020877217e-19,1.7916918020877344e-19,7.970336263334429,47.2147205319371,True,True,6.450090487515843e-17,True
continent,Oceania,diff_gdp,4.35125,0.3133606814306271,4.3275,4,5.788906657871812e-08,0.00010248226331387483,0.00010248226331387483,0.00010248226331387483,7.970336263334429,27.77151224036573,True,True,0.03689361479299494,True
continent,Other,diff_gdp,3.7191034482758623,0.4985305952725356,3.7119999999999997,116,5.788906657871812e-08,7.103068907937384e-103,7.103068907937384e-103,7.103068907937384e-103,7.970336263334429,80.3480676759624,True,True,2.5571048068574583e-100,True
continent,South America,diff_gdp,3.8527500000000003,0.5618886268179561,3.787,20,5.788906657871812e-08,1.2031682612810788e-17,1.2031682612810788e-17,1.2031682612810788e-17,7.970336263334429,30.664478649799957,True,True,4.331405740611884e-15,True
continent,Africa,diff_social_support,6.404833333333333,0.5566409869977214,6.542999999999999,24,0.992337576331301,3.6962855342108324e-26,3.696285534210806e-26,3.6962855342108324e-26,0.1309463974259472,56.36873288419926,True,True,1.3306627923158997e-23,True
continent,Asia,diff_social_support,6.425630434782609,0.5948365735858567,6.437999999999999,46,0.992337576331301,1.8620688002483804e-48,1.8620688002483804e-48,1.8620688002483804e-48,0.1309463974259472,73.26507463317242,True,True,6.70344768089417e-46,True
continent,Europe,diff_social_support,6.367378787878788,0.47429837298903577,6.3675,66,0.992337576331301,2.4460178992975493e-75,2.4460178992975493e-75,2.4460178992975493e-75,0.1309463974259472,109.06389891998941,True,True,8.805664437471178e-73,True
continent,North America,diff_social_support,6.387222222222222,0.5127933370627468,6.423500000000001,18,0.992337576331301,2.6719175110177356e-20,2.6719175110177356e-20,2.6719175110177356e-20,0.1309463974259472,52.8452437250693,True,True,9.618903039663848e-18,True
continent,Oceania,diff_social_support,6.3905,0.503330573943871,6.3855,4,0.992337576331301,0.00013394198989943914,0.00013394198989943873,0.00013394198989943914,0.1309463974259472,25.392854441274732,True,True,0.04821911636379809,True
continent,Other,diff_social_support,6.399560344827586,0.5502335518161618,6.4705,116,0.992337576331301,8.497606680967989e-125,8.497606680967989e-125,8.497606680967989e-125,0.1309463974259472,125.2656695919315,True,True,3.0591384051484764e-122,True
continent,South America,diff_social_support,6.3132,0.5075324827561598,6.244,20,0.992337576331301,1.660525718839337e-22,1.660525718839337e-22,1.660525718839337e-22,0.1309463974259472,55.62892951753772,True,True,5.977892587821613e-20,True
continent,Africa,diff_health,5.821916666666667,0.31957674680966625,5.7695,24,0.012473039077461709,9.969748479665774e-31,9.969748479665774e-31,9.969748479665774e-31,2.7672017221936644,89.24757699490482,True,True,3.589109452679679e-28,True
continent,Asia,diff_health,5.786239130434782,0.34784608248685067,5.788,46,0.012473039077461709,7.568033274420562e-57,7.568033274420562e-57,7.568033274420562e-57,2.7672017221936644,112.82054080733819,True,True,2.7244919787914024e-54,True
continent,Europe,diff_health,5.964863636363636,0.24302604395816862,6.0055,66,0.012473039077461709,2.5645228958624423e-92,2.5645228958624423e-92,2.5645228958624423e-92,2.7672017221936644,199.3974821421841,True,True,9.232282425104793e-90,True
continent,North America,diff_health,5.959722222222222,0.2607996313502346,5.947,18,0.012473039077461709,9.1493247907583e-25,9.1493247907583e-25,9.1493247907583e-25,2.7672017221936644,96.95167072522862,True,True,3.293756924672988e-22,True
continent,Oceania,diff_health,5.9857499999999995,0.19828830020956942,5.976999999999999,4,0.012473039077461709,1.0011232440007713e-05,1.0011232440007713e-05,1.0011232440007713e-05,2.7672017221936644,60.37421263557877,True,True,0.0036040436784027766,True
continent,Other,diff_health,5.815850877192982,0.3430571879479626,5.8105,114,0.012473039077461709,4.673248944173573e-141,4.673248944173573e-141,4.673248944173573e-141,2.7672017221936644,181.00858136618814,True,True,1.6823696199024862e-138,True
continent,South America,diff_health,5.94775,0.2906134844917234,5.973000000000001,20,0.012473039077461709,1.3385111541256933e-26,1.3385111541256933e-26,1.3385111541256933e-26,2.7672017221936644,91.52757200124447,True,True,4.818640154852496e-24,True
continent,Africa,diff_freedom,5.3979583333333325,0.6783120661303106,5.29,24,1.0008467653649562e-11,1.6344989949842297e-22,1.6344989949842297e-22,1.6344989949842297e-22,11.704659625019575,38.98572421069346,True,True,5.884196381943226e-20,True
continent,Asia,diff_freedom,5.342239130434782,0.8825826038717316,5.478,46,1.0008467653649562e-11,2.615678198666688e-37,2.615678198666688e-37,2.615678198666688e-37,11.704659625019575,41.05318694525135,True,True,9.416441515200076e-35,True
continent,Europe,diff_freedom,6.2404090909090915,0.4962872920232561,6.297499999999999,66,1.0008467653649562e-11,1.6818535822032177e-73,1.6818535822032177e-73,1.6818535822032177e-73,11.704659625019575,102.15317605353715,True,True,6.0546728959315835e-71,True
continent,North America,diff_freedom,5.736,0.8244245051585266,5.922,18,1.0008467653649562e-11,4.785910768452125e-16,4.785910768452125e-16,4.785910768452125e-16,11.704659625019575,29.51851482948914,True,True,1.722927876642765e-13,True
continent,Oceania,diff_freedom,6.3934999999999995,0.3819952006679315,6.385999999999999,4,1.0008467653649562e-11,5.860638523454336e-05,5.860638523454336e-05,5.860638523454336e-05,11.704659625019575,33.47424254975323,True,True,0.02109829868443561,True
continent,Other,diff_freedom,5.415877192982456,0.7988485866739631,5.4365000000000006,114,1.0008467653649562e-11,1.6336610608575416e-96,1.6336610608575416e-96,1.6336610608575416e-96,11.704659625019575,72.3863640212785,True,True,5.88117981908715e-94,True
continent,South America,diff_freedom,5.77025,0.6289828777687956,5.7364999999999995,20,1.0008467653649562e-11,5.158923337450348e-20,5.158923337450348e-20,5.158923337450348e-20,11.704659625019575,41.027098521149185,True,True,1.8572124014821252e-17,True
continent,Africa,diff_generosity,3.5853750000000004,0.39018076217813863,3.509,24,0.003261585113185742,6.230255351609343e-24,6.230255351609343e-24,6.230255351609343e-24,3.356797374159401,45.01677241853164,True,True,2.2428919265793635e-21,True
continent,Asia,diff_generosity,3.744239130434783,0.5006439934849519,3.6979999999999995,46,0.003261585113185742,2.3430033539947564e-41,2.3430033539947564e-41,2.3430033539947564e-41,3.356797374159401,50.72399878717813,True,True,8.434812074381124e-39,True
continent,Europe,diff_generosity,3.733939393939394,0.3468749222054133,3.714,66,0.003261585113185742,3.810764633233434e-69,3.810764633233326e-69,3.810764633233434e-69,3.356797374159401,87.45131197170569,True,True,1.3718752679640362e-66,True
continent,North America,diff_generosity,3.6513888888888886,0.3297066680067365,3.6745,18,0.003261585113185742,1.9448609902711743e-19,1.9448609902711609e-19,1.9448609902711743e-19,3.356797374159401,46.985798492188046,True,True,7.001499564976227e-17,True
continent,Other,diff_generosity,3.572301724137931,0.37957732144257944,3.5385,116,0.003261585113185742,2.5665608188553957e-114,2.5665608188553957e-114,2.5665608188553957e-114,3.356797374159401,101.36239674268128,True,True,9.239618947879424e-112,True
continent,South America,diff_generosity,3.48145,0.24794491642086036,3.449,20,0.003261585113185742,1.6812927363912327e-23,1.6812927363912206e-23,1.6812927363912327e-23,3.356797374159401,62.79426069823377,True,True,6.052653851008437e-21,True
continent,Africa,diff_corruption,2.4620833333333336,0.6752072735974047,2.3134999999999994,24,5.746694690870426e-27,5.586849034605317e-15,5.586849034605317e-15,5.586849034605317e-15,28.912459330922008,17.863693436671525,True,True,2.011265652457914e-12,True
continent,Asia,diff_corruption,3.2506363636363633,1.747483786941578,2.7675,44,5.746694690870426e-27,1.0133921109695884e-15,1.0133921109695884e-15,1.0133921109695884e-15,28.912459330922008,12.339045693735562,True,True,3.6482115994905185e-13,True
continent,Europe,diff_corruption,5.036212121212121,1.9019250936891974,4.679500000000001,66,5.746694690870426e-27,2.895207754573557e-31,2.895207754573557e-31,2.895207754573557e-31,28.912459330922008,21.51208836897886,True,True,1.0422747916464807e-28,True
continent,North America,diff_corruption,3.0940555555555553,1.2470185371621962,2.987,18,5.746694690870426e-27,7.258802698062756e-09,7.258802698062756e-09,7.258802698062756e-09,28.912459330922008,10.526680716455198,True,True,2.6131689713025924e-06,True
continent,Oceania,diff_corruption,6.615499999999999,0.5002269484943811,6.610499999999999,4,5.746694690870426e-27,0.00011856696744142483,0.00011856696744142483,0.00011856696744142483,28.912459330922008,26.44999442717673,True,True,0.04268410827891294,True
continent,Other,diff_corruption,2.6223362068965517,0.8208159984876715,2.4565,116,5.746694690870426e-27,2.230829940761447e-62,2.230829940761447e-62,2.230829940761447e-62,28.912459330922008,34.408960546267906,True,True,8.030987786741209e-60,True
continent,South America,diff_corruption,2.9068,1.412109642380953,2.5155000000000003,20,5.746694690870426e-27,1.9617569078371133e-08,1.9617569078371133e-08,1.9617569078371133e-08,28.912459330922008,9.20580414143635,True,True,7.062324868213608e-06,True
region,Africa,diff_overall_happiness,0.7033541666666667,0.8604387670817508,0.7575000000000003,48,3.131385069114734e-27,8.66756290017161e-07,8.66756290017161e-07,8.66756290017161e-07,18.523080463107704,5.663367105197801,True,True,0.00031203226440617795,True
region,North America,diff_overall_happiness,-0.4754166666666667,0.5903110257676517,-0.5230000000000001,36,3.131385069114734e-27,2.6605714661436282e-05,2.6605714661436282e-05,2.6605714661436282e-05,18.523080463107704,-4.832198409796861,True,True,0.009578057278117062,True
region,Other,diff_overall_happiness,0.5686034482758621,0.9688138494914351,0.4279999999999999,232,3.131385069114734e-27,1.2781152538053013e-16,1.2781152538053013e-16,1.2781152538053013e-16,18.523080463107704,8.93949823602119,True,True,4.601214913699085e-14,True
region,South Asia,diff_overall_happiness,1.441625,1.0163380049065327,1.3364999999999996,24,3.131385069114734e-27,4.397271559105095e-07,4.397271559105095e-07,4.397271559105095e-07,18.523080463107704,6.948959171834865,True,True,0.00015830177612778342,True
region,Africa,diff_life_evaluation,0.7033541666666667,0.8604387670817508,0.7575000000000003,48,3.131385069114734e-27,8.66756290017161e-07,8.66756290017161e-07,8.66756290017161e-07,18.523080463107704,5.663367105197801,True,True,0.00031203226440617795,True
region,North America,diff_life_evaluation,-0.4754166666666667,0.5903110257676517,-0.5230000000000001,36,3.131385069114734e-27,2.6605714661436282e-05,2.6605714661436282e-05,2.6605714661436282e-05,18.523080463107704,-4.832198409796861,True,True,0.009578057278117062,True
region,Other,diff_life_evaluation,0.5686034482758621,0.9688138494914351,0.4279999999999999,232,3.131385069114734e-27,1.2781152538053013e-16,1.2781152538053013e-16,1.2781152538053013e-16,18.523080463107704,8.93949823602119,True,True,4.601214913699085e-14,True
region,South Asia,diff_life_evaluation,1.441625,1.0163380049065327,1.3364999999999996,24,3.131385069114734e-27,4.397271559105095e-07,4.397271559105095e-07,4.397271559105095e-07,18.523080463107704,6.948959171834865,True,True,0.00015830177612778342,True
region,Africa,diff_gdp,3.515875,0.5549739760839552,3.6340000000000003,24,2.0339857828999917e-10,2.81939437669648e-20,2.8193943766964594e-20,2.81939437669648e-20,7.90204898439382,31.036048969997047,True,True,1.0149819756107328e-17,True
region,East Asia,diff_gdp,4.20725,0.3672764935675469,4.1884999999999994,12,2.0339857828999917e-10,3.15604664218797e-13,3.156046642187959e-13,3.15604664218797e-13,7.90204898439382,39.68220611866601,True,True,1.1361767911876692e-10,True
region,Eastern Europe,diff_gdp,3.920384615384615,0.4490420984204558,3.9515000000000002,26,2.0339857828999917e-10,2.478201935343215e-25,2.478201935343215e-25,2.478201935343215e-25,7.90204898439382,44.517246211328654,True,True,8.921526967235574e-23,True
region,Latin America,diff_gdp,3.8527500000000003,0.5618886268179561,3.787,20,2.0339857828999917e-10,1.2031682612810788e-17,1.2031682612810788e-17,1.2031682612810788e-17,7.90204898439382,30.664478649799957,True,True,4.331405740611884e-15,True
region,Middle East,diff_gdp,3.8973636363636364,1.1527439539536193,3.9459999999999997,22,2.0339857828999917e-10,3.66309046858382e-13,3.66309046858382e-13,3.66309046858382e-13,7.90204898439382,15.858036608273775,True,True,1.3187125686901753e-10,True
region,North America,diff_gdp,4.018888888888889,0.36113104821785696,3.9309999999999996,18,2.0339857828999917e-10,1.7916918020877344e-19,1.7916918020877217e-19,1.7916918020877344e-19,7.90204898439382,47.2147205319371,True,True,6.450090487515843e-17,True
region,Oceania,diff_gdp,4.35125,0.3133606814306271,4.3275,4,2.0339857828999917e-10,0.00010248226331387483,0.00010248226331387483,0.00010248226331387483,7.90204898439382,27.77151224036573,True,True,0.03689361479299494,True
region,Other,diff_gdp,3.7191034482758623,0.4985305952725356,3.7119999999999997,116,2.0339857828999917e-10,7.103068907937384e-103,7.103068907937384e-103,7.103068907937384e-103,7.90204898439382,80.3480676759624,True,True,2.5571048068574583e-100,True
region,South Asia,diff_gdp,3.6285833333333333,0.5789998364473522,3.4734999999999996,12,2.0339857828999917e-10,2.2132411133379586e-10,2.2132411133379586e-10,2.2132411133379586e-10,7.90204898439382,21.709473119695595,True,True,7.96766800801665e-08,True
region,Western Europe,diff_gdp,4.4563250000000005,0.4740945154875604,4.471,40,2.0339857828999917e-10,7.03352229532694e-40,7.03352229532694e-40,7.03352229532694e-40,7.90204898439382,59.44863960072371,True,True,2.5320680263176985e-37,True
region,Africa,diff_social_support,6.404833333333333,0.5566409869977214,6.542999999999999,24,0.25534876042684573,3.6962855342108324e-26,3.696285534210806e-26,3.6962855342108324e-26,1.2656957356935372,56.36873288419926,True,True,1.3306627923158997e-23,True
region,East Asia,diff_social_support,6.234333333333333,0.5172819405900483,6.187,12,0.25534876042684573,1.8112929976019631e-13,1.8112929976019631e-13,1.8112929976019631e-13,1.2656957356935372,41.749696779811806,True,True,6.520654791367067e-11,True
region,Eastern Europe,diff_social_support,6.186538461538461,0.47826346134901243,6.23,26,0.25534876042684573,1.4495852555657585e-29,1.449585255565769e-29,1.4495852555657585e-29,1.2656957356935372,65.95795599354129,True,True,5.218506920036731e-27,True
region,Latin America,diff_social_support,6.3132,0.5075324827561598,6.244,20,0.25534876042684573,1.660525718839337e-22,1.660525718839337e-22,1.660525718839337e-22,1.2656957356935372,55.62892951753772,True,True,5.977892587821613e-20,True
region,Middle East,diff_social_support,6.368318181818182,0.5975655681388512,6.312499999999999,22,0.25534876042684573,2.5503326237031812e-23,2.5503326237031812e-23,2.5503326237031812e-23,1.2656957356935372,49.98624679230086,True,True,9.181197445331452e-21,True
region,North America,diff_social_support,6.387222222222222,0.5127933370627468,6.423500000000001,18,0.25534876042684573,2.6719175110177356e-20,2.6719175110177356e-20,2.6719175110177356e-20,1.2656957356935372,52.8452437250693,True,True,9.618903039663848e-18,True
region,Oceania,diff_social_support,6.3905,0.503330573943871,6.3855,4,0.25534876042684573,0.00013394198989943914,0.00013394198989943873,0.00013394198989943914,1.2656957356935372,25.392854441274732,True,True,0.04821911636379809,True
region,Other,diff_social_support,6.399560344827586,0.5502335518161618,6.4705,116,0.25534876042684573,8.497606680967989e-125,8.497606680967989e-125,8.497606680967989e-125,1.2656957356935372,125.2656695919315,True,True,3.0591384051484764e-122,True
region,South Asia,diff_social_support,6.722,0.5965654730508323,6.6955,12,0.25534876042684573,3.7795757384056935e-13,3.7795757384056935e-13,3.7795757384056935e-13,1.2656957356935372,39.03291777493103,True,True,1.3606472658260496e-10,True
region,Western Europe,diff_social_support,6.484925,0.43855721420152827,6.5175,40,0.25534876042684573,1.6872707661138463e-47,1.6872707661138463e-47,1.6872707661138463e-47,1.2656957356935372,93.52090350493641,True,True,6.074174758009846e-45,True
region,Africa,diff_health,5.821916666666667,0.31957674680966625,5.7695,24,0.03654117395715927,9.969748479665774e-31,9.969748479665774e-31,9.969748479665774e-31,2.025767103885527,89.24757699490482,True,True,3.589109452679679e-28,True
region,East Asia,diff_health,5.8252500000000005,0.2886196380264958,5.792,12,0.03654117395715927,6.363823384249711e-16,6.363823384249711e-16,6.363823384249711e-16,2.025767103885527,69.91644113879984,True,True,2.290976418329896e-13,True
region,Eastern Europe,diff_health,5.922615384615384,0.26269816549387254,5.8925,26,0.03654117395715927,1.410650624119138e-35,1.410650624119138e-35,1.410650624119138e-35,2.025767103885527,114.95904952698682,True,True,5.0783422468288975e-33,True
