persona_id,country,life_evaluation,gdp,social_support,health,freedom,generosity,corruption,overall_happiness_explicit,overall_happiness_calculated,overall_happiness,response_text
18,Afghanistan,3.2,3.8,6.2,4.8,2.8,3.5,1.8,3.2,3.8166666666666664,3.2,"[3.2, 3.8, 6.2, 4.8, 2.8, 3.5, 1.8]"
19,Afghanistan,3.8,4.2,6.5,6.8,2.5,3.5,1.8,3.8,4.216666666666667,3.8,"[3.8, 4.2, 6.5, 6.8, 2.5, 3.5, 1.8]"
20,Afghanistan,2.3,2.0,5.5,4.5,2.5,1.5,1.5,2.3,2.9166666666666665,2.3,"[2.3, 2.0, 5.5, 4.5, 2.5, 1.5, 1.5]"
1,Albania,6.3,6.8,7.6,7.2,7.0,3.5,2.8,6.3,5.816666666666666,6.3,"[6.3, 6.8, 7.6, 7.2, 7.0, 3.5, 2.8]"
2,Albania,6.2,4.6,8.0,6.8,6.2,5.2,2.5,6.2,5.55,6.2,"[6.2, 4.6, 8.0, 6.8, 6.2, 5.2, 2.5]"
3,Albania,5.8,4.2,7.2,7.0,6.5,2.5,2.8,5.8,5.033333333333333,5.8,"[5.8, 4.2, 7.2, 7.0, 6.5, 2.5, 2.8]"
4,Albania,5.6,4.3,7.4,5.8,6.2,4.1,2.8,5.6,5.1000000000000005,5.6,"[5.6, 4.3, 7.4, 5.8, 6.2, 4.1, 2.8]"
5,Albania,5.8,5.2,7.2,6.0,6.5,3.2,2.5,5.8,5.1000000000000005,5.8,"[5.8, 5.2, 7.2, 6.0, 6.5, 3.2, 2.5]"
6,Albania,5.4,4.6,7.2,7.4,6.8,2.8,2.6,5.4,5.233333333333333,5.4,"[5.4, 4.6, 7.2, 7.4, 6.8, 2.8, 2.6]"
7,Albania,5.2,4.6,7.2,4.3,5.8,3.2,2.5,5.2,4.6000000000000005,5.2,"[5.2, 4.6, 7.2, 4.3, 5.8, 3.2, 2.5]"
8,Albania,6.4,7.2,6.8,7.4,7.6,3.8,2.8,6.4,5.933333333333334,6.4,"[6.4, 7.2, 6.8, 7.4, 7.6, 3.8, 2.8]"
9,Albania,6.2,4.3,8.8,5.2,6.5,3.2,2.8,6.2,5.133333333333334,6.2,"[6.2, 4.3, 8.8, 5.2, 6.5, 3.2, 2.8]"
10,Albania,5.6,4.6,7.2,6.8,7.4,3.2,2.8,5.6,5.333333333333333,5.6,"[5.6, 4.6, 7.2, 6.8, 7.4, 3.2, 2.8]"
11,Albania,5.2,5.0,7.0,5.5,4.5,3.0,2.5,5.2,4.583333333333333,5.2,"[5.2, 5.0, 7.0, 5.5, 4.5, 3.0, 2.5]"
12,Albania,5.8,5.2,7.6,6.6,6.2,3.2,2.8,5.8,5.266666666666667,5.8,"[5.8, 5.2, 7.6, 6.6, 6.2, 3.2, 2.8]"
13,Albania,5.6,4.8,7.2,5.4,6.2,3.2,2.8,5.6,4.933333333333334,5.6,"[5.6, 4.8, 7.2, 5.4, 6.2, 3.2, 2.8]"
14,Albania,5.8,4.2,6.8,7.0,6.2,3.0,2.5,5.8,4.95,5.8,"[5.8, 4.2, 6.8, 7.0, 6.2, 3.0, 2.5]"
15,Albania,5.6,4.6,8.0,5.2,6.2,3.2,2.5,5.6,4.95,5.6,"[5.6, 4.6, 8.0, 5.2, 6.2, 3.2, 2.5]"
16,Albania,5.2,4.3,7.0,6.2,6.0,3.2,2.5,5.2,4.866666666666666,5.2,"[5.2, 4.3, 7.0, 6.2, 6.0, 3.2, 2.5]"
17,Albania,5.2,4.8,7.0,6.0,4.5,2.0,2.5,5.2,4.466666666666667,5.2,"[5.2, 4.8, 7.0, 6.0, 4.5, 2.0, 2.5]"
18,Albania,5.2,5.0,6.5,5.5,4.8,3.5,2.5,5.2,4.633333333333334,5.2,"[5.2, 5.0, 6.5, 5.5, 4.8, 3.5, 2.5]"
19,Albania,6.2,5.8,7.2,7.4,6.8,4.2,2.8,6.2,5.7,6.2,"[6.2, 5.8, 7.2, 7.4, 6.8, 4.2, 2.8]"
20,Albania,3.8,2.6,6.2,5.8,4.2,1.8,2.5,3.8,3.85,3.8,"[3.8, 2.6, 6.2, 5.8, 4.2, 1.8, 2.5]"
1,Albania,6.3,6.8,7.6,7.2,7.0,3.5,2.8,6.3,5.816666666666666,6.3,"[6.3, 6.8, 7.6, 7.2, 7.0, 3.5, 2.8]"
2,Albania,6.2,4.6,8.0,6.8,6.2,5.2,2.5,6.2,5.55,6.2,"[6.2, 4.6, 8.0, 6.8, 6.2, 5.2, 2.5]"
3,Albania,5.8,4.2,7.2,7.0,6.5,2.5,2.8,5.8,5.033333333333333,5.8,"[5.8, 4.2, 7.2, 7.0, 6.5, 2.5, 2.8]"
4,Albania,5.6,4.3,7.4,5.8,6.2,4.1,2.8,5.6,5.1000000000000005,5.6,"[5.6, 4.3, 7.4, 5.8, 6.2, 4.1, 2.8]"
5,Albania,5.8,5.2,7.2,6.0,6.5,3.2,2.5,5.8,5.1000000000000005,5.8,"[5.8, 5.2, 7.2, 6.0, 6.5, 3.2, 2.5]"
6,Albania,5.4,4.6,7.2,7.4,6.8,2.8,2.6,5.4,5.233333333333333,5.4,"[5.4, 4.6, 7.2, 7.4, 6.8, 2.8, 2.6]"
7,Albania,5.2,4.6,7.2,4.3,5.8,3.2,2.5,5.2,4.6000000000000005,5.2,"[5.2, 4.6, 7.2, 4.3, 5.8, 3.2, 2.5]"
8,Albania,6.4,7.2,6.8,7.4,7.6,3.8,2.8,6.4,5.933333333333334,6.4,"[6.4, 7.2, 6.8, 7.4, 7.6, 3.8, 2.8]"
9,Albania,6.2,4.3,8.8,5.2,6.5,3.2,2.8,6.2,5.133333333333334,6.2,"[6.2, 4.3, 8.8, 5.2, 6.5, 3.2, 2.8]"
10,Albania,5.6,4.6,7.2,6.8,7.4,3.2,2.8,5.6,5.333333333333333,5.6,"[5.6, 4.6, 7.2, 6.8, 7.4, 3.2, 2.8]"
11,Albania,5.2,5.0,7.0,5.5,4.5,3.0,2.5,5.2,4.583333333333333,5.2,"[5.2, 5.0, 7.0, 5.5, 4.5, 3.0, 2.5]"
12,Albania,5.8,5.2,7.6,6.6,6.2,3.2,2.8,5.8,5.266666666666667,5.8,"[5.8, 5.2, 7.6, 6.6, 6.2, 3.2, 2.8]"
13,Albania,5.6,4.8,7.2,5.4,6.2,3.2,2.8,5.6,4.933333333333334,5.6,"[5.6, 4.8, 7.2, 5.4, 6.2, 3.2, 2.8]"
14,Albania,5.8,4.2,6.8,7.0,6.2,3.0,2.5,5.8,4.95,5.8,"[5.8, 4.2, 6.8, 7.0, 6.2, 3.0, 2.5]"
15,Albania,5.6,4.6,8.0,5.2,6.2,3.2,2.5,5.6,4.95,5.6,"[5.6, 4.6, 8.0, 5.2, 6.2, 3.2, 2.5]"
16,Albania,5.2,4.3,7.0,6.2,6.0,3.2,2.5,5.2,4.866666666666666,5.2,"[5.2, 4.3, 7.0, 6.2, 6.0, 3.2, 2.5]"
17,Albania,5.2,4.8,7.0,6.0,4.5,2.0,2.5,5.2,4.466666666666667,5.2,"[5.2, 4.8, 7.0, 6.0, 4.5, 2.0, 2.5]"
18,Albania,5.2,5.0,6.5,5.5,4.8,3.5,2.5,5.2,4.633333333333334,5.2,"[5.2, 5.0, 6.5, 5.5, 4.8, 3.5, 2.5]"
19,Albania,6.2,5.8,7.2,7.4,6.8,4.2,2.8,6.2,5.7,6.2,"[6.2, 5.8, 7.2, 7.4, 6.8, 4.2, 2.8]"
20,Albania,3.8,2.6,6.2,5.8,4.2,1.8,2.5,3.8,3.85,3.8,"[3.8, 2.6, 6.2, 5.8, 4.2, 1.8, 2.5]"
1,Algeria,5.8,5.5,7.5,7.0,5.5,3.5,2.5,5.8,5.25,5.8,"[5.8, 5.5, 7.5, 7.0, 5.5, 3.5, 2.5]"
2,Algeria,5.6,4.3,7.6,6.2,5.2,4.8,2.8,5.6,5.1499999999999995,5.6,"[5.6, 4.3, 7.6, 6.2, 5.2, 4.8, 2.8]"
3,Algeria,5.6,4.2,7.2,7.0,5.4,3.0,2.8,5.6,4.933333333333334,5.6,"[5.6, 4.2, 7.2, 7.0, 5.4, 3.0, 2.8]"
4,Algeria,5.4,4.3,7.6,5.8,5.2,4.0,2.8,5.4,4.95,5.4,"[5.4, 4.3, 7.6, 5.8, 5.2, 4.0, 2.8]"
5,Algeria,5.4,4.6,7.2,5.8,5.5,3.2,2.8,5.4,4.8500000000000005,5.4,"[5.4, 4.6, 7.2, 5.8, 5.5, 3.2, 2.8]"
6,Algeria,5.2,4.3,7.2,7.0,6.2,2.5,2.8,5.2,5.0,5.2,"[5.2, 4.3, 7.2, 7.0, 6.2, 2.5, 2.8]"
7,Algeria,4.8,4.2,6.5,4.0,4.5,2.5,2.0,4.8,3.95,4.8,"[4.8, 4.2, 6.5, 4.0, 4.5, 2.5, 2.0]"
8,Algeria,6.2,7.2,6.5,7.4,6.0,4.0,2.5,6.2,5.6000000000000005,6.2,"[6.2, 7.2, 6.5, 7.4, 6.0, 4.0, 2.5]"
9,Algeria,5.6,4.2,8.5,5.0,5.2,3.5,2.8,5.6,4.866666666666666,5.6,"[5.6, 4.2, 8.5, 5.0, 5.2, 3.5, 2.8]"
10,Algeria,5.4,4.6,7.2,6.4,6.3,3.2,2.8,5.4,5.083333333333333,5.4,"[5.4, 4.6, 7.2, 6.4, 6.3, 3.2, 2.8]"
11,Algeria,5.2,5.0,7.0,6.0,4.8,3.5,2.5,5.2,4.8,5.2,"[5.2, 5.0, 7.0, 6.0, 4.8, 3.5, 2.5]"
12,Algeria,5.4,4.6,7.6,6.4,5.2,3.2,3.0,5.4,5.0,5.4,"[5.4, 4.6, 7.6, 6.4, 5.2, 3.2, 3.0]"
13,Algeria,5.2,4.3,7.0,5.4,5.2,2.8,2.5,5.2,4.533333333333333,5.2,"[5.2, 4.3, 7.0, 5.4, 5.2, 2.8, 2.5]"
14,Algeria,5.6,4.2,6.8,6.7,5.2,3.2,2.8,5.6,4.816666666666666,5.6,"[5.6, 4.2, 6.8, 6.7, 5.2, 3.2, 2.8]"
15,Algeria,5.4,4.6,7.6,5.3,5.2,3.8,2.8,5.4,4.883333333333333,5.4,"[5.4, 4.6, 7.6, 5.3, 5.2, 3.8, 2.8]"
16,Algeria,4.9,4.2,6.5,5.6,4.8,3.2,2.5,4.9,4.466666666666667,4.9,"[4.9, 4.2, 6.5, 5.6, 4.8, 3.2, 2.5]"
17,Algeria,4.8,4.5,6.5,6.0,4.0,2.0,3.0,4.8,4.333333333333333,4.8,"[4.8, 4.5, 6.5, 6.0, 4.0, 2.0, 3.0]"
18,Algeria,5.2,4.8,7.0,5.3,4.5,3.2,2.5,5.2,4.55,5.2,"[5.2, 4.8, 7.0, 5.3, 4.5, 3.2, 2.5]"
19,Algeria,5.6,5.2,7.2,7.0,5.4,3.6,2.8,5.6,5.2,5.6,"[5.6, 5.2, 7.2, 7.0, 5.4, 3.6, 2.8]"
20,Algeria,3.6,3.0,6.5,5.5,4.0,2.0,2.5,3.6,3.9166666666666665,3.6,"[3.6, 3.0, 6.5, 5.5, 4.0, 2.0, 2.5]"
1,Algeria,5.8,5.5,7.5,7.0,5.5,3.5,2.5,5.8,5.25,5.8,"[5.8, 5.5, 7.5, 7.0, 5.5, 3.5, 2.5]"
2,Algeria,5.6,4.3,7.6,6.2,5.2,4.8,2.8,5.6,5.1499999999999995,5.6,"[5.6, 4.3, 7.6, 6.2, 5.2, 4.8, 2.8]"
3,Algeria,5.6,4.2,7.2,7.0,5.4,3.0,2.8,5.6,4.933333333333334,5.6,"[5.6, 4.2, 7.2, 7.0, 5.4, 3.0, 2.8]"
4,Algeria,5.4,4.3,7.6,5.8,5.2,4.0,2.8,5.4,4.95,5.4,"[5.4, 4.3, 7.6, 5.8, 5.2, 4.0, 2.8]"
5,Algeria,5.4,4.6,7.2,5.8,5.5,3.2,2.8,5.4,4.8500000000000005,5.4,"[5.4, 4.6, 7.2, 5.8, 5.5, 3.2, 2.8]"
6,Algeria,5.2,4.3,7.2,7.0,6.2,2.5,2.8,5.2,5.0,5.2,"[5.2, 4.3, 7.2, 7.0, 6.2, 2.5, 2.8]"
7,Algeria,4.8,4.2,6.5,4.0,4.5,2.5,2.0,4.8,3.95,4.8,"[4.8, 4.2, 6.5, 4.0, 4.5, 2.5, 2.0]"
8,Algeria,6.2,7.2,6.5,7.4,6.0,4.0,2.5,6.2,5.6000000000000005,6.2,"[6.2, 7.2, 6.5, 7.4, 6.0, 4.0, 2.5]"
9,Algeria,5.6,4.2,8.5,5.0,5.2,3.5,2.8,5.6,4.866666666666666,5.6,"[5.6, 4.2, 8.5, 5.0, 5.2, 3.5, 2.8]"
10,Algeria,5.4,4.6,7.2,6.4,6.3,3.2,2.8,5.4,5.083333333333333,5.4,"[5.4, 4.6, 7.2, 6.4, 6.3, 3.2, 2.8]"
11,Algeria,5.2,5.0,7.0,6.0,4.8,3.5,2.5,5.2,4.8,5.2,"[5.2, 5.0, 7.0, 6.0, 4.8, 3.5, 2.5]"
12,Algeria,5.4,4.6,7.6,6.4,5.2,3.2,3.0,5.4,5.0,5.4,"[5.4, 4.6, 7.6, 6.4, 5.2, 3.2, 3.0]"
13,Algeria,5.2,4.3,7.0,5.4,5.2,2.8,2.5,5.2,4.533333333333333,5.2,"[5.2, 4.3, 7.0, 5.4, 5.2, 2.8, 2.5]"
14,Algeria,5.6,4.2,6.8,6.7,5.2,3.2,2.8,5.6,4.816666666666666,5.6,"[5.6, 4.2, 6.8, 6.7, 5.2, 3.2, 2.8]"
15,Algeria,5.4,4.6,7.6,5.3,5.2,3.8,2.8,5.4,4.883333333333333,5.4,"[5.4, 4.6, 7.6, 5.3, 5.2, 3.8, 2.8]"
16,Algeria,4.9,4.2,6.5,5.6,4.8,3.2,2.5,4.9,4.466666666666667,4.9,"[4.9, 4.2, 6.5, 5.6, 4.8, 3.2, 2.5]"
17,Algeria,4.8,4.5,6.5,6.0,4.0,2.0,3.0,4.8,4.333333333333333,4.8,"[4.8, 4.5, 6.5, 6.0, 4.0, 2.0, 3.0]"
18,Algeria,5.2,4.8,7.0,5.3,4.5,3.2,2.5,5.2,4.55,5.2,"[5.2, 4.8, 7.0, 5.3, 4.5, 3.2, 2.5]"
19,Algeria,5.6,5.2,7.2,7.0,5.4,3.6,2.8,5.6,5.2,5.6,"[5.6, 5.2, 7.2, 7.0, 5.4, 3.6, 2.8]"
20,Algeria,3.6,3.0,6.5,5.5,4.0,2.0,2.5,3.6,3.9166666666666665,3.6,"[3.6, 3.0, 6.5, 5.5, 4.0, 2.0, 2.5]"
1,Angola,5.6,5.8,7.4,6.8,6.2,3.2,2.3,5.6,5.283333333333333,5.6,"[5.6, 5.8, 7.4, 6.8, 6.2, 3.2, 2.3]"
2,Angola,5.2,3.8,7.2,5.5,5.6,4.2,2.0,5.2,4.716666666666667,5.2,"[5.2, 3.8, 7.2, 5.5, 5.6, 4.2, 2.0]"
3,Angola,5.2,3.8,7.0,6.5,6.0,2.5,2.0,5.2,4.633333333333334,5.2,"[5.2, 3.8, 7.0, 6.5, 6.0, 2.5, 2.0]"
4,Angola,5.2,3.6,7.4,5.3,5.1,4.2,2.3,5.2,4.6499999999999995,5.2,"[5.2, 3.6, 7.4, 5.3, 5.1, 4.2, 2.3]"
5,Angola,5.2,4.3,7.0,5.6,6.2,3.2,2.5,5.2,4.8,5.2,"[5.2, 4.3, 7.0, 5.6, 6.2, 3.2, 2.5]"
6,Angola,4.8,3.8,7.0,6.5,6.8,2.5,2.0,4.8,4.766666666666667,4.8,"[4.8, 3.8, 7.0, 6.5, 6.8, 2.5, 2.0]"
7,Angola,4.6,4.0,6.5,3.8,4.8,3.2,2.5,4.6,4.133333333333334,4.6,"[4.6, 4.0, 6.5, 3.8, 4.8, 3.2, 2.5]"
8,Angola,6.2,7.2,6.5,7.0,7.5,4.0,2.5,6.2,5.783333333333334,6.2,"[6.2, 7.2, 6.5, 7.0, 7.5, 4.0, 2.5]"
9,Angola,5.2,3.6,8.4,4.6,5.5,3.2,2.3,5.2,4.6000000000000005,5.2,"[5.2, 3.6, 8.4, 4.6, 5.5, 3.2, 2.3]"
10,Angola,4.8,4.2,6.5,6.2,6.8,3.0,2.5,4.8,4.866666666666666,4.8,"[4.8, 4.2, 6.5, 6.2, 6.8, 3.0, 2.5]"
11,Angola,4.8,4.2,6.5,5.5,4.5,3.0,2.5,4.8,4.366666666666666,4.8,"[4.8, 4.2, 6.5, 5.5, 4.5, 3.0, 2.5]"
12,Angola,5.2,4.2,7.2,6.3,5.5,3.0,2.0,5.2,4.7,5.2,"[5.2, 4.2, 7.2, 6.3, 5.5, 3.0, 2.0]"
13,Angola,4.8,4.0,7.0,5.5,5.5,3.0,2.0,4.8,4.5,4.8,"[4.8, 4.0, 7.0, 5.5, 5.5, 3.0, 2.0]"
14,Angola,5.2,3.8,6.5,6.8,5.8,3.2,2.0,5.2,4.683333333333334,5.2,"[5.2, 3.8, 6.5, 6.8, 5.8, 3.2, 2.0]"
15,Angola,4.8,3.8,7.2,5.0,5.5,3.5,2.0,4.8,4.5,4.8,"[4.8, 3.8, 7.2, 5.0, 5.5, 3.5, 2.0]"
16,Angola,4.6,3.8,6.2,5.6,5.0,3.2,2.3,4.6,4.3500000000000005,4.6,"[4.6, 3.8, 6.2, 5.6, 5.0, 3.2, 2.3]"
17,Angola,4.8,4.2,6.8,6.0,4.0,2.5,2.5,4.8,4.333333333333333,4.8,"[4.8, 4.2, 6.8, 6.0, 4.0, 2.5, 2.5]"
18,Angola,4.8,4.5,6.5,5.0,4.0,2.5,2.0,4.8,4.083333333333333,4.8,"[4.8, 4.5, 6.5, 5.0, 4.0, 2.5, 2.0]"
19,Angola,5.6,5.2,7.0,6.8,6.2,4.0,2.5,5.6,5.283333333333333,5.6,"[5.6, 5.2, 7.0, 6.8, 6.2, 4.0, 2.5]"
20,Angola,3.4,2.6,6.2,5.1,4.0,1.8,2.3,3.4,3.6666666666666665,3.4,"[3.4, 2.6, 6.2, 5.1, 4.0, 1.8, 2.3]"
1,Angola,5.6,5.8,7.4,6.8,6.2,3.2,2.3,5.6,5.283333333333333,5.6,"[5.6, 5.8, 7.4, 6.8, 6.2, 3.2, 2.3]"
2,Angola,5.2,3.8,7.2,5.5,5.6,4.2,2.0,5.2,4.716666666666667,5.2,"[5.2, 3.8, 7.2, 5.5, 5.6, 4.2, 2.0]"
3,Angola,5.2,3.8,7.0,6.5,6.0,2.5,2.0,5.2,4.633333333333334,5.2,"[5.2, 3.8, 7.0, 6.5, 6.0, 2.5, 2.0]"
4,Angola,5.2,3.6,7.4,5.3,5.1,4.2,2.3,5.2,4.6499999999999995,5.2,"[5.2, 3.6, 7.4, 5.3, 5.1, 4.2, 2.3]"
5,Angola,5.2,4.3,7.0,5.6,6.2,3.2,2.5,5.2,4.8,5.2,"[5.2, 4.3, 7.0, 5.6, 6.2, 3.2, 2.5]"
6,Angola,4.8,3.8,7.0,6.5,6.8,2.5,2.0,4.8,4.766666666666667,4.8,"[4.8, 3.8, 7.0, 6.5, 6.8, 2.5, 2.0]"
7,Angola,4.6,4.0,6.5,3.8,4.8,3.2,2.5,4.6,4.133333333333334,4.6,"[4.6, 4.0, 6.5, 3.8, 4.8, 3.2, 2.5]"
8,Angola,6.2,7.2,6.5,7.0,7.5,4.0,2.5,6.2,5.783333333333334,6.2,"[6.2, 7.2, 6.5, 7.0, 7.5, 4.0, 2.5]"
9,Angola,5.2,3.6,8.4,4.6,5.5,3.2,2.3,5.2,4.6000000000000005,5.2,"[5.2, 3.6, 8.4, 4.6, 5.5, 3.2, 2.3]"
10,Angola,4.8,4.2,6.5,6.2,6.8,3.0,2.5,4.8,4.866666666666666,4.8,"[4.8, 4.2, 6.5, 6.2, 6.8, 3.0, 2.5]"
11,Angola,4.8,4.2,6.5,5.5,4.5,3.0,2.5,4.8,4.366666666666666,4.8,"[4.8, 4.2, 6.5, 5.5, 4.5, 3.0, 2.5]"
12,Angola,5.2,4.2,7.2,6.3,5.5,3.0,2.0,5.2,4.7,5.2,"[5.2, 4.2, 7.2, 6.3, 5.5, 3.0, 2.0]"
13,Angola,4.8,4.0,7.0,5.5,5.5,3.0,2.0,4.8,4.5,4.8,"[4.8, 4.0, 7.0, 5.5, 5.5, 3.0, 2.0]"
14,Angola,5.2,3.8,6.5,6.8,5.8,3.2,2.0,5.2,4.683333333333334,5.2,"[5.2, 3.8, 6.5, 6.8, 5.8, 3.2, 2.0]"
15,Angola,4.8,3.8,7.2,5.0,5.5,3.5,2.0,4.8,4.5,4.8,"[4.8, 3.8, 7.2, 5.0, 5.5, 3.5, 2.0]"
16,Angola,4.6,3.8,6.2,5.6,5.0,3.2,2.3,4.6,4.3500000000000005,4.6,"[4.6, 3.8, 6.2, 5.6, 5.0, 3.2, 2.3]"
17,Angola,4.8,4.2,6.8,6.0,4.0,2.5,2.5,4.8,4.333333333333333,4.8,"[4.8, 4.2, 6.8, 6.0, 4.0, 2.5, 2.5]"
