country,mean_happiness,std_happiness,min_happiness,max_happiness,response_count,avg_life_evaluation,avg_gdp,avg_social_support,avg_health,avg_freedom,avg_generosity,avg_corruption
Kazakhstan,6.82,0.9116786137322969,3.5,7.6,20,6.82,5.805,8.195,6.715000000000001,6.815,3.71,2.83
Kenya,6.67,0.8915391776378413,3.5,7.6,20,6.67,5.125,8.084999999999999,6.640000000000001,6.909999999999999,4.345000000000001,2.275
Kosovo,6.8950000000000005,0.8120636480110737,4.0,7.6,20,6.8950000000000005,5.535,8.32,6.7299999999999995,7.075,3.8600000000000003,2.775
Kuwait,7.35,0.8463544112685204,4.2,8.2,20,7.35,7.1049999999999995,8.625,6.909999999999999,7.26,4.725,4.1850000000000005
Kyrgyzstan,6.720000000000001,0.8924242559632604,3.5,7.5,20,6.720000000000001,5.265,8.22,6.575,6.82,3.5700000000000003,2.375
Lao PDR,6.745,0.8964696842263223,3.5,7.6,20,6.745,5.33,8.045,6.57,6.6450000000000005,3.7600000000000002,2.7199999999999998
Latvia,6.9799999999999995,0.8408016225133325,4.0,7.8,20,6.9799999999999995,5.93,8.315000000000001,6.725,7.404999999999999,3.845,4.9
Lebanon,5.985,0.8412240455056206,3.0,6.8,20,5.985,3.2399999999999998,7.92,6.335,6.085,3.6,1.155
Lesotho,6.57,0.8214877389609402,3.5,7.4,20,6.57,4.865,8.02,6.335,6.92,3.9899999999999998,2.625
Liberia,6.245,0.7708334518729163,3.5,7.2,20,6.245,4.32,7.845000000000001,6.26,6.665000000000001,4.295,2.055
Libya,6.18,0.8140865077528696,3.2,6.8,20,6.18,4.41,7.85,6.295,5.885,3.71,1.89
Lithuania,7.034999999999999,0.8597888357644935,4.0,7.8,20,7.034999999999999,6.13,8.33,6.834999999999999,7.45,3.7399999999999998,5.279999999999999
Luxembourg,7.555,0.8055563621693885,4.5,8.2,20,7.555,7.290000000000001,8.59,7.125,7.825,4.4799999999999995,7.984999999999999
Madagascar,6.409999999999999,0.7913346487522136,3.5,7.2,20,6.409999999999999,4.43,7.909999999999999,6.385,6.675,3.6700000000000004,2.19
Malawi,6.29,0.8116908926821575,3.5,7.4,20,6.29,4.285,7.8950000000000005,6.404999999999999,6.659999999999999,4.21,2.285
Malaysia,7.029999999999999,0.8796530416500647,4.0,7.8,20,7.029999999999999,6.045,8.2,6.654999999999999,7.154999999999999,3.91,3.5450000000000004
Maldives,7.15,0.865417453268105,4.0,7.8,20,7.15,6.125,8.36,6.784999999999999,7.109999999999999,4.26,4.14
Mali,6.275,0.7866484535506848,3.5,7.2,20,6.275,4.485,7.8950000000000005,6.3,6.18,4.195,2.075
Malta,7.205,0.8512993165249163,4.2,8.2,20,7.205,6.34,8.5,6.845000000000001,7.375,4.12,4.0200000000000005
Mauritania,6.540000000000001,0.8235992893839119,3.5,7.4,20,6.540000000000001,4.925,7.9,6.3950000000000005,6.38,4.035,2.475
Mauritius,7.125,0.855246963409431,4.0,7.8,20,7.125,6.17,8.334999999999999,6.885,7.325,4.245,4.3549999999999995
Mexico,7.090000000000001,0.8693009896038973,4.0,7.8,20,7.090000000000001,5.8100000000000005,8.43,6.83,7.255,3.7600000000000002,2.5300000000000002
Mongolia,6.83,0.8066173683645599,4.0,7.6,20,6.83,5.455,8.14,6.525,7.090000000000001,3.9,2.945
Montenegro,6.9799999999999995,0.8307257448507867,4.0,7.8,20,6.9799999999999995,5.695,8.370000000000001,6.81,7.2,3.5,2.93
Morocco,6.76,0.9138697361970372,3.5,7.6,20,6.76,5.39,8.145,6.65,6.779999999999999,3.745,2.875
Mozambique,6.49,0.8038722077020636,3.5,7.4,20,6.49,4.635,7.935,6.409999999999999,6.74,3.665,2.2649999999999997
Myanmar,5.6899999999999995,0.7275770894225787,3.5,6.8,20,5.6899999999999995,4.135,7.615,6.175,4.35,4.235,1.5050000000000001
Namibia,6.85,0.9121980394398437,3.5,7.6,20,6.85,5.555,8.105,6.734999999999999,7.2700000000000005,4.0600000000000005,3.275
Nepal,6.76,0.8987710908146802,3.5,7.6,20,6.76,5.3100000000000005,8.145,6.6,6.875,3.8950000000000005,2.6
Netherlands,7.459999999999999,0.810717680758682,4.5,8.2,20,7.459999999999999,6.779999999999999,8.535,7.065,7.734999999999999,4.2299999999999995,7.659999999999999
New Zealand,7.359999999999999,0.7890033686806878,4.5,8.2,20,7.359999999999999,6.265,8.57,6.99,7.555,4.535,7.495
Nicaragua,6.625,0.8521644269308101,3.5,7.4,20,6.625,5.005,8.155,6.654999999999999,5.575,3.665,2.02
Niger,6.16,0.8487762088039337,3.2,7.2,20,6.16,4.1899999999999995,7.815,6.175,6.165,3.7299999999999995,2.075
Nigeria,6.32,0.7661249039295436,3.5,7.2,20,6.32,4.24,7.915000000000001,6.465000000000001,6.505,4.295,1.78
North Cyprus,6.975,0.8226241707583054,4.0,7.6,20,6.975,5.485,8.32,6.815,7.08,4.0,3.125
North Macedonia,6.845000000000001,0.8178759396336215,4.0,7.6,20,6.845000000000001,5.43,8.25,6.69,6.995,3.6399999999999997,2.445
Norway,7.67,0.7441703257213431,5.0,8.4,20,7.67,6.975,8.695,7.279999999999999,7.94,4.475,8.754999999999999
Oman,7.275,0.8601560445946024,4.2,8.2,20,7.275,6.62,8.504999999999999,7.015000000000001,7.25,4.7700000000000005,6.2
Pakistan,6.39,0.8123390528850037,3.5,7.4,20,6.39,4.425,7.955,6.305,6.21,4.220000000000001,2.0100000000000002
Panama,7.125,0.855246963409431,4.0,7.8,20,7.125,6.01,8.375,6.784999999999999,7.404999999999999,3.7700000000000005,3.0949999999999998
Paraguay,6.92,0.8395487509746877,4.0,7.8,20,6.92,5.64,8.315000000000001,6.705,7.265000000000001,3.7649999999999997,2.715
Peru,6.885,0.8286164753116457,4.0,7.6,20,6.885,5.66,8.265,6.725,7.090000000000001,3.745,2.41
Philippines,6.95,0.8268519882822533,4.0,7.6,20,6.95,5.71,8.295,6.7,7.18,4.085,2.645
Poland,7.0,0.8441750878504817,4.0,7.8,20,7.0,6.01,8.28,6.74,7.265000000000001,3.7399999999999998,4.12
Portugal,7.084999999999999,0.8658886521341739,4.0,7.8,20,7.084999999999999,5.93,8.48,6.875,7.275,3.7600000000000002,4.24
Puerto Rico,7.015000000000001,0.829251406231453,4.0,7.6,20,7.015000000000001,5.66,8.51,6.81,7.2,3.97,2.81
Qatar,7.555,0.836329700788542,4.5,8.4,20,7.555,7.525,8.6,7.115,7.425,5.42,6.445
Republic of Korea,6.93,0.8386078689678133,4.0,7.8,20,6.93,6.1850000000000005,8.129999999999999,6.63,6.94,3.6799999999999997,4.505
Republic of Moldova,6.595000000000001,0.8469605098604998,3.5,7.4,20,6.595000000000001,5.095000000000001,8.095,6.6,6.99,3.4,2.62
Romania,6.945,0.8178759396336212,4.0,7.6,20,6.945,5.779999999999999,8.245000000000001,6.715000000000001,7.185,3.405,2.8
Russian Federation,6.5,0.8091581069885311,3.5,7.2,20,6.5,5.195,7.99,6.51,5.555,3.0949999999999998,2.19
Rwanda,6.840000000000001,0.9196109017004506,3.5,7.6,20,6.840000000000001,5.545,8.135,6.76,6.935,4.205,5.61
Saudi Arabia,7.19,0.9002338877378361,4.0,8.2,20,7.19,6.67,8.434999999999999,6.834999999999999,7.015000000000001,4.75,5.525
Senegal,6.705,0.8617454746953387,3.5,7.5,20,6.705,5.17,8.190000000000001,6.665000000000001,6.85,4.325,2.92
Serbia,6.805,0.800969806908442,4.0,7.6,20,6.805,5.37,8.27,6.659999999999999,6.925,3.59,2.31
Sierra Leone,6.225,0.816201084614763,3.2,6.8,20,6.225,4.24,7.82,6.1850000000000005,6.6450000000000005,4.075,2.08
Singapore,7.290000000000001,0.7900033311055688,4.5,8.2,20,7.290000000000001,6.695,8.425,6.94,7.255,4.2700000000000005,8.209999999999999
Slovakia,6.965000000000001,0.8499380782398829,4.0,7.8,20,6.965000000000001,5.92,8.33,6.7299999999999995,7.255,3.575,3.37
Slovenia,7.185,0.8755599711943747,4.0,8.0,20,7.185,6.305,8.465,6.909999999999999,7.5,3.95,5.15
Somalia,6.12,0.8612108978213847,3.0,6.8,20,6.12,4.4399999999999995,7.885,6.165,6.220000000000001,5.055,1.77
Somaliland Region,6.545,0.8178759396336213,3.5,7.2,20,6.545,4.955,8.07,6.475,6.6,4.945,2.8850000000000002
South Africa,6.659999999999999,0.8738300448991332,3.5,7.4,20,6.659999999999999,5.325,8.09,6.6,7.0,4.1899999999999995,2.1100000000000003
South Sudan,5.654999999999999,0.829378334086822,3.0,6.8,20,5.654999999999999,3.835,7.505,5.825,5.88,4.1850000000000005,1.47
Spain,7.19,0.8175058345196593,4.2,8.0,20,7.19,6.14,8.465,6.95,7.26,3.8049999999999997,3.9899999999999998
Sri Lanka,6.540000000000001,0.8235992893839119,3.5,7.4,20,6.540000000000001,4.6450000000000005,8.0,6.56,6.7,3.81,2.2350000000000003
State of Palestine,4.93,0.8195634267866738,3.0,6.2,20,4.93,3.425,7.904999999999999,5.87,3.785,4.775,2.13
Sudan,4.825,0.8465875774636606,2.5,6.2,20,4.825,2.83,7.409999999999999,5.7,4.625,4.0600000000000005,1.4
Suriname,6.9,0.8052459578486432,4.0,7.6,20,6.9,5.335,8.239999999999998,6.675,7.165000000000001,3.96,2.685
Swaziland,6.615,0.8585636720403261,3.5,7.4,20,6.615,5.09,8.05,6.3950000000000005,6.7299999999999995,4.2,2.6350000000000002
Sweden,7.464999999999999,0.8138763645923777,4.5,8.2,20,7.464999999999999,6.675,8.66,7.055,7.75,4.365,8.32
Switzerland,7.565,0.8125819796698731,4.5,8.2,20,7.565,7.090000000000001,8.584999999999999,7.185,7.834999999999999,4.529999999999999,8.27
Syria,5.165,0.8767613850505673,2.5,6.5,20,5.165,2.82,7.595000000000001,5.9,4.515,3.535,1.26
Taiwan Province of China,7.19,0.8884640797762345,4.0,8.2,20,7.19,6.365,8.405,6.81,7.390000000000001,4.005,6.13
Tajikistan,6.525,0.8038558393930567,3.5,7.2,20,6.525,4.85,8.025,6.45,6.11,3.6399999999999997,2.2600000000000002
Tanzania,6.734999999999999,0.8940004709759739,3.5,7.6,20,6.734999999999999,5.345000000000001,8.045,6.65,6.909999999999999,4.175,2.8649999999999998
Thailand,6.970000000000001,0.9364546803882464,3.5,7.8,20,6.970000000000001,5.965,8.25,6.734999999999999,7.06,4.1049999999999995,3.13
Togo,6.415000000000001,0.7909188527143268,3.5,7.4,20,6.415000000000001,4.6450000000000005,7.859999999999999,6.409999999999999,6.505,4.025,2.43
Trinidad and Tobago,7.05,0.8376030965609075,4.0,7.8,20,7.05,5.95,8.3,6.81,7.32,4.1450000000000005,2.84
Tunisia,6.415000000000001,0.81516869419771,3.5,7.2,20,6.415000000000001,4.485,7.9799999999999995,6.39,6.1049999999999995,3.3200000000000003,2.21
Turkmenistan,6.37,0.7987490219086343,3.5,7.5,20,6.37,4.88,7.9,6.465000000000001,4.495,3.185,1.95
Türkiye,6.455,0.8165878945182105,3.5,7.2,20,6.455,4.21,8.115,6.49,6.1850000000000005,3.585,2.205
Uganda,6.575,0.7390427663716869,4.0,7.4,20,6.575,4.85,8.015,6.465000000000001,6.779999999999999,4.36,2.225
Ukraine,6.13,0.7595705157660169,3.5,6.8,20,6.13,4.585,8.07,6.21,6.445,4.84,2.395
United Arab Emirates,7.565,0.8151686941977101,4.5,8.2,20,7.565,7.4,8.635,7.12,7.7299999999999995,5.32,7.25
United Kingdom,7.084999999999999,0.8761608840486099,4.0,7.8,20,7.084999999999999,6.025,8.325,6.795,7.359999999999999,4.35,4.345000000000001
United States,7.154999999999999,0.8852445395125813,4.0,8.0,20,7.154999999999999,6.205,8.39,6.8549999999999995,7.534999999999999,4.43,3.275
Uruguay,7.2299999999999995,0.8927190870710968,4.0,8.2,20,7.2299999999999995,6.1850000000000005,8.51,6.959999999999999,7.540000000000001,3.8899999999999997,6.745
Uzbekistan,6.779999999999999,0.8930138208395916,3.5,7.6,20,6.779999999999999,5.6,8.155,6.6049999999999995,6.49,3.815,2.745
Venezuela,6.195,0.7755982410880955,3.5,7.2,20,6.195,3.755,8.0,6.4799999999999995,5.87,3.59,1.31
Viet Nam,7.015000000000001,0.8437229527828619,4.0,7.8,20,7.015000000000001,6.1,8.190000000000001,6.715000000000001,6.959999999999999,3.8899999999999997,3.2649999999999997
Yemen,5.215,0.862844134244418,2.5,6.8,20,5.215,3.2,7.540000000000001,5.8100000000000005,4.99,4.075,1.405
Zambia,6.565,0.8468362173096803,3.5,7.6,20,6.565,4.825,7.975,6.459999999999999,6.959999999999999,4.29,2.5
Zimbabwe,6.13,0.8316755440232181,3.2,7.2,20,6.13,3.815,7.82,6.38,6.18,4.075,1.675
