persona_id,country,life_evaluation,gdp,social_support,health,freedom,generosity,corruption,overall_happiness_explicit,overall_happiness_calculated,overall_happiness,response_text
13,Albania,6.8,5.5,8.0,6.0,7.0,3.0,2.5,6.8,5.333333333333333,6.8,"[6.8, 5.5, 8.0, 6.0, 7.0, 3.0, 2.5]"
14,Albania,7.4,5.2,8.2,7.3,7.6,6.0,2.8,7.4,6.183333333333334,7.4,"[7.4, 5.2, 8.2, 7.3, 7.6, 6.0, 2.8]"
15,Albania,7.2,5.5,8.8,6.7,7.0,4.0,2.5,7.2,5.75,7.2,"[7.2, 5.5, 8.8, 6.7, 7.0, 4.0, 2.5]"
16,Albania,6.2,4.8,7.6,6.3,6.8,6.5,2.8,6.2,5.8,6.2,"[6.2, 4.8, 7.6, 6.3, 6.8, 6.5, 2.8]"
17,Albania,6.2,5.5,8.0,6.0,5.0,2.0,3.0,6.2,4.916666666666667,6.2,"[6.2, 5.5, 8.0, 6.0, 5.0, 2.0, 3.0]"
18,Albania,6.5,5.5,8.0,6.0,5.5,3.0,2.5,6.5,5.083333333333333,6.5,"[6.5, 5.5, 8.0, 6.0, 5.5, 3.0, 2.5]"
19,Albania,7.6,6.4,8.3,7.8,7.4,5.2,2.8,7.6,6.316666666666666,7.6,"[7.6, 6.4, 8.3, 7.8, 7.4, 5.2, 2.8]"
20,Albania,4.0,3.0,7.0,6.0,5.0,1.0,2.0,4.0,4.0,4.0,"[4, 3, 7, 6, 5, 1, 2]"
1,Algeria,7.2,6.3,8.4,7.6,6.8,3.2,2.4,7.2,5.783333333333334,7.2,"[7.2, 6.3, 8.4, 7.6, 6.8, 3.2, 2.4]"
2,Algeria,7.2,5.0,8.5,7.0,6.0,6.5,2.5,7.2,5.916666666666667,7.2,"[7.2, 5.0, 8.5, 7.0, 6.0, 6.5, 2.5]"
3,Algeria,6.8,4.5,8.2,7.2,6.0,3.0,2.0,6.8,5.1499999999999995,6.8,"[6.8, 4.5, 8.2, 7.2, 6.0, 3.0, 2.0]"
4,Algeria,6.8,4.5,8.5,6.5,6.0,6.0,2.5,6.8,5.666666666666667,6.8,"[6.8, 4.5, 8.5, 6.5, 6.0, 6.0, 2.5]"
5,Algeria,6.8,5.5,8.2,6.2,6.8,4.0,2.5,6.8,5.533333333333334,6.8,"[6.8, 5.5, 8.2, 6.2, 6.8, 4.0, 2.5]"
6,Algeria,6.5,4.5,8.0,7.5,7.0,2.0,2.5,6.5,5.25,6.5,"[6.5, 4.5, 8.0, 7.5, 7.0, 2.0, 2.5]"
7,Algeria,6.2,5.3,8.0,4.6,5.8,3.2,2.5,6.2,4.8999999999999995,6.2,"[6.2, 5.3, 8.0, 4.6, 5.8, 3.2, 2.5]"
8,Algeria,7.2,6.8,7.5,7.6,8.2,4.0,2.5,7.2,6.1000000000000005,7.2,"[7.2, 6.8, 7.5, 7.6, 8.2, 4.0, 2.5]"
9,Algeria,7.5,5.5,9.5,6.0,6.5,4.0,2.5,7.5,5.666666666666667,7.5,"[7.5, 5.5, 9.5, 6.0, 6.5, 4.0, 2.5]"
10,Algeria,6.8,4.8,7.5,6.7,7.8,3.0,2.5,6.8,5.383333333333333,6.8,"[6.8, 4.8, 7.5, 6.7, 7.8, 3.0, 2.5]"
11,Algeria,6.2,4.5,7.5,6.0,5.5,3.0,2.5,6.2,4.833333333333333,6.2,"[6.2, 4.5, 7.5, 6.0, 5.5, 3.0, 2.5]"
12,Algeria,6.8,5.5,8.0,6.5,6.0,3.0,2.5,6.8,5.25,6.8,"[6.8, 5.5, 8.0, 6.5, 6.0, 3.0, 2.5]"
13,Algeria,6.5,5.0,8.0,6.0,6.5,3.0,2.0,6.5,5.083333333333333,6.5,"[6.5, 5.0, 8.0, 6.0, 6.5, 3.0, 2.0]"
14,Algeria,7.2,4.5,8.0,7.0,6.0,3.0,2.5,7.2,5.166666666666667,7.2,"[7.2, 4.5, 8.0, 7.0, 6.0, 3.0, 2.5]"
15,Algeria,6.8,5.2,8.6,6.3,6.7,4.2,2.8,6.8,5.633333333333333,6.8,"[6.8, 5.2, 8.6, 6.3, 6.7, 4.2, 2.8]"
16,Algeria,5.8,4.2,7.6,6.1,5.4,6.8,2.3,5.8,5.3999999999999995,5.8,"[5.8, 4.2, 7.6, 6.1, 5.4, 6.8, 2.3]"
17,Algeria,5.8,4.5,7.5,6.0,4.0,1.0,2.0,5.8,4.166666666666667,5.8,"[5.8, 4.5, 7.5, 6.0, 4.0, 1.0, 2.0]"
18,Algeria,6.2,5.3,7.8,6.0,5.5,3.0,2.5,6.2,5.016666666666667,6.2,"[6.2, 5.3, 7.8, 6.0, 5.5, 3.0, 2.5]"
19,Algeria,7.2,5.8,8.2,7.6,6.4,4.2,2.6,7.2,5.8,7.2,"[7.2, 5.8, 8.2, 7.6, 6.4, 4.2, 2.6]"
20,Algeria,3.5,2.5,7.0,5.5,4.0,1.0,2.0,3.5,3.6666666666666665,3.5,"[3.5, 2.5, 7.0, 5.5, 4.0, 1.0, 2.0]"
1,Angola,7.2,6.3,8.6,7.4,7.8,3.2,2.1,7.2,5.8999999999999995,7.2,"[7.2, 6.3, 8.6, 7.4, 7.8, 3.2, 2.1]"
2,Angola,6.8,4.5,8.2,6.5,6.0,6.5,2.5,6.8,5.7,6.8,"[6.8, 4.5, 8.2, 6.5, 6.0, 6.5, 2.5]"
3,Angola,6.8,4.5,7.8,7.2,7.0,3.0,2.0,6.8,5.25,6.8,"[6.8, 4.5, 7.8, 7.2, 7.0, 3.0, 2.0]"
4,Angola,6.8,4.2,8.6,6.3,6.7,5.4,2.1,6.8,5.55,6.8,"[6.8, 4.2, 8.6, 6.3, 6.7, 5.4, 2.1]"
5,Angola,6.8,5.2,8.0,6.2,7.4,3.0,2.0,6.8,5.3,6.8,"[6.8, 5.2, 8.0, 6.2, 7.4, 3.0, 2.0]"
6,Angola,6.5,4.5,8.0,7.5,7.5,2.0,2.0,6.5,5.25,6.5,"[6.5, 4.5, 8.0, 7.5, 7.5, 2.0, 2.0]"
7,Angola,6.2,5.0,7.8,4.6,6.5,3.0,2.0,6.2,4.816666666666666,6.2,"[6.2, 5.0, 7.8, 4.6, 6.5, 3.0, 2.0]"
8,Angola,7.2,7.5,7.0,7.8,8.5,4.0,2.0,7.2,6.133333333333333,7.2,"[7.2, 7.5, 7.0, 7.8, 8.5, 4.0, 2.0]"
9,Angola,7.2,4.2,9.3,5.6,6.4,3.0,2.1,7.2,5.1000000000000005,7.2,"[7.2, 4.2, 9.3, 5.6, 6.4, 3.0, 2.1]"
10,Angola,6.4,4.2,7.5,6.8,8.2,3.0,2.0,6.4,5.283333333333333,6.4,"[6.4, 4.2, 7.5, 6.8, 8.2, 3.0, 2.0]"
11,Angola,6.2,4.5,7.5,6.0,5.5,4.0,2.0,6.2,4.916666666666667,6.2,"[6.2, 4.5, 7.5, 6.0, 5.5, 4.0, 2.0]"
12,Angola,6.8,5.2,8.2,6.5,7.0,3.0,2.0,6.8,5.316666666666666,6.8,"[6.8, 5.2, 8.2, 6.5, 7.0, 3.0, 2.0]"
13,Angola,6.5,5.0,8.0,6.0,7.0,3.0,2.0,6.5,5.166666666666667,6.5,"[6.5, 5.0, 8.0, 6.0, 7.0, 3.0, 2.0]"
14,Angola,6.8,4.5,7.5,7.0,7.2,3.0,2.0,6.8,5.2,6.8,"[6.8, 4.5, 7.5, 7.0, 7.2, 3.0, 2.0]"
15,Angola,6.8,4.2,8.6,6.1,6.7,3.5,2.0,6.8,5.183333333333334,6.8,"[6.8, 4.2, 8.6, 6.1, 6.7, 3.5, 2.0]"
16,Angola,5.8,4.2,7.5,6.0,6.3,6.8,2.0,5.8,5.466666666666666,5.8,"[5.8, 4.2, 7.5, 6.0, 6.3, 6.8, 2.0]"
17,Angola,6.2,4.5,8.0,5.5,4.0,2.0,2.0,6.2,4.333333333333333,6.2,"[6.2, 4.5, 8.0, 5.5, 4.0, 2.0, 2.0]"
18,Angola,6.2,4.8,7.5,6.0,5.5,3.0,2.0,6.2,4.8,6.2,"[6.2, 4.8, 7.5, 6.0, 5.5, 3.0, 2.0]"
19,Angola,7.2,5.8,8.2,7.6,7.4,4.2,2.3,7.2,5.916666666666667,7.2,"[7.2, 5.8, 8.2, 7.6, 7.4, 4.2, 2.3]"
20,Angola,3.5,2.5,7.0,5.5,4.5,1.0,2.0,3.5,3.75,3.5,"[3.5, 2.5, 7.0, 5.5, 4.5, 1.0, 2.0]"
1,Argentina,7.4,5.2,8.6,7.8,7.9,3.0,2.2,7.4,5.783333333333334,7.4,"[7.4, 5.2, 8.6, 7.8, 7.9, 3.0, 2.2]"
2,Argentina,6.8,3.5,8.8,7.2,6.5,6.0,2.0,6.8,5.666666666666667,6.8,"[6.8, 3.5, 8.8, 7.2, 6.5, 6.0, 2.0]"
3,Argentina,6.8,4.2,8.3,7.4,7.6,2.5,2.0,6.8,5.333333333333333,6.8,"[6.8, 4.2, 8.3, 7.4, 7.6, 2.5, 2.0]"
4,Argentina,6.8,4.2,8.7,6.5,7.2,6.0,2.5,6.8,5.8500000000000005,6.8,"[6.8, 4.2, 8.7, 6.5, 7.2, 6.0, 2.5]"
5,Argentina,6.8,4.2,8.6,6.3,7.4,3.2,2.1,6.8,5.3,6.8,"[6.8, 4.2, 8.6, 6.3, 7.4, 3.2, 2.1]"
6,Argentina,6.8,4.2,8.5,8.0,7.8,2.0,2.5,6.8,5.5,6.8,"[6.8, 4.2, 8.5, 8.0, 7.8, 2.0, 2.5]"
7,Argentina,6.2,4.0,8.0,5.0,6.5,3.0,2.0,6.2,4.75,6.2,"[6.2, 4.0, 8.0, 5.0, 6.5, 3.0, 2.0]"
8,Argentina,7.2,6.5,7.8,7.6,8.4,4.2,2.3,7.2,6.133333333333333,7.2,"[7.2, 6.5, 7.8, 7.6, 8.4, 4.2, 2.3]"
9,Argentina,7.5,4.0,9.5,6.0,7.0,3.0,2.0,7.5,5.25,7.5,"[7.5, 4.0, 9.5, 6.0, 7.0, 3.0, 2.0]"
10,Argentina,6.8,4.2,8.0,7.2,8.5,3.0,2.0,6.8,5.483333333333333,6.8,"[6.8, 4.2, 8.0, 7.2, 8.5, 3.0, 2.0]"
11,Argentina,6.2,4.0,8.0,6.0,6.5,4.5,2.0,6.2,5.166666666666667,6.2,"[6.2, 4.0, 8.0, 6.0, 6.5, 4.5, 2.0]"
12,Argentina,6.8,4.0,8.5,7.0,7.0,3.0,2.0,6.8,5.25,6.8,"[6.8, 4.0, 8.5, 7.0, 7.0, 3.0, 2.0]"
13,Argentina,6.5,4.0,8.0,6.0,7.0,3.0,2.0,6.5,5.0,6.5,"[6.5, 4.0, 8.0, 6.0, 7.0, 3.0, 2.0]"
14,Argentina,7.2,4.2,8.0,7.0,7.5,3.5,2.5,7.2,5.45,7.2,"[7.2, 4.2, 8.0, 7.0, 7.5, 3.5, 2.5]"
15,Argentina,7.5,4.0,9.0,6.5,7.5,4.0,2.5,7.5,5.583333333333333,7.5,"[7.5, 4.0, 9.0, 6.5, 7.5, 4.0, 2.5]"
16,Argentina,6.2,3.0,8.0,6.5,6.0,7.0,2.0,6.2,5.416666666666667,6.2,"[6.2, 3.0, 8.0, 6.5, 6.0, 7.0, 2.0]"
17,Argentina,6.2,4.0,8.0,6.0,5.0,2.0,2.0,6.2,4.5,6.2,"[6.2, 4.0, 8.0, 6.0, 5.0, 2.0, 2.0]"
18,Argentina,6.2,4.0,8.0,6.0,5.5,3.0,2.0,6.2,4.75,6.2,"[6.2, 4.0, 8.0, 6.0, 5.5, 3.0, 2.0]"
19,Argentina,7.2,4.5,8.5,7.8,7.5,5.0,2.5,7.2,5.966666666666666,7.2,"[7.2, 4.5, 8.5, 7.8, 7.5, 5.0, 2.5]"
20,Argentina,3.5,2.0,7.0,5.0,4.0,1.0,2.0,3.5,3.5,3.5,"[3.5, 2.0, 7.0, 5.0, 4.0, 1.0, 2.0]"
1,Armenia,7.6,7.2,8.6,7.8,7.9,4.2,3.8,7.6,6.583333333333333,7.6,"[7.6, 7.2, 8.6, 7.8, 7.9, 4.2, 3.8]"
2,Armenia,7.4,5.2,8.6,7.1,6.8,6.0,3.2,7.4,6.1499999999999995,7.4,"[7.4, 5.2, 8.6, 7.1, 6.8, 6.0, 3.2]"
3,Armenia,7.2,5.3,8.4,7.1,7.6,3.2,3.8,7.2,5.8999999999999995,7.2,"[7.2, 5.3, 8.4, 7.1, 7.6, 3.2, 3.8]"
4,Armenia,7.2,5.0,8.5,6.5,7.0,6.0,3.5,7.2,6.083333333333333,7.2,"[7.2, 5.0, 8.5, 6.5, 7.0, 6.0, 3.5]"
5,Armenia,7.2,5.8,8.6,6.4,7.4,4.2,3.2,7.2,5.933333333333334,7.2,"[7.2, 5.8, 8.6, 6.4, 7.4, 4.2, 3.2]"
6,Armenia,6.8,5.2,8.4,7.6,7.8,3.0,3.5,6.8,5.916666666666667,6.8,"[6.8, 5.2, 8.4, 7.6, 7.8, 3.0, 3.5]"
7,Armenia,6.5,5.5,8.0,5.0,6.5,3.0,3.0,6.5,5.166666666666667,6.5,"[6.5, 5.5, 8.0, 5.0, 6.5, 3.0, 3.0]"
8,Armenia,7.6,7.4,8.2,7.8,8.6,4.2,3.6,7.6,6.633333333333333,7.6,"[7.6, 7.4, 8.2, 7.8, 8.6, 4.2, 3.6]"
9,Armenia,7.5,5.5,9.5,6.0,7.0,4.0,3.0,7.5,5.833333333333333,7.5,"[7.5, 5.5, 9.5, 6.0, 7.0, 4.0, 3.0]"
10,Armenia,6.8,5.2,8.0,7.0,8.3,3.5,3.2,6.8,5.866666666666667,6.8,"[6.8, 5.2, 8.0, 7.0, 8.3, 3.5, 3.2]"
11,Armenia,6.2,5.0,8.0,6.0,6.5,4.0,3.0,6.2,5.416666666666667,6.2,"[6.2, 5.0, 8.0, 6.0, 6.5, 4.0, 3.0]"
12,Armenia,7.2,6.3,8.4,7.0,7.1,4.2,3.2,7.2,6.033333333333334,7.2,"[7.2, 6.3, 8.4, 7.0, 7.1, 4.2, 3.2]"
13,Armenia,6.8,5.5,8.5,6.0,7.5,3.0,3.5,6.8,5.666666666666667,6.8,"[6.8, 5.5, 8.5, 6.0, 7.5, 3.0, 3.5]"
14,Armenia,7.4,5.2,8.3,7.0,7.6,6.2,3.2,7.4,6.25,7.4,"[7.4, 5.2, 8.3, 7.0, 7.6, 6.2, 3.2]"
15,Armenia,7.2,5.5,8.8,6.3,7.0,4.0,3.5,7.2,5.8500000000000005,7.2,"[7.2, 5.5, 8.8, 6.3, 7.0, 4.0, 3.5]"
16,Armenia,6.5,4.5,8.0,6.0,7.0,7.5,3.0,6.5,6.0,6.5,"[6.5, 4.5, 8.0, 6.0, 7.0, 7.5, 3.0]"
17,Armenia,6.2,5.5,8.2,6.0,4.8,2.0,3.5,6.2,5.0,6.2,"[6.2, 5.5, 8.2, 6.0, 4.8, 2.0, 3.5]"
18,Armenia,6.4,5.8,8.2,6.3,5.6,3.2,3.0,6.4,5.3500000000000005,6.4,"[6.4, 5.8, 8.2, 6.3, 5.6, 3.2, 3.0]"
19,Armenia,7.4,6.3,8.2,7.6,7.8,5.2,3.4,7.4,6.416666666666667,7.4,"[7.4, 6.3, 8.2, 7.6, 7.8, 5.2, 3.4]"
20,Armenia,4.0,2.5,7.0,6.0,5.0,1.0,3.0,4.0,4.083333333333333,4.0,"[4.0, 2.5, 7.0, 6.0, 5.0, 1.0, 3.0]"
1,Australia,8.1,7.2,8.8,7.9,8.4,4.2,6.3,8.1,7.133333333333334,8.1,"[8.1, 7.2, 8.8, 7.9, 8.4, 4.2, 6.3]"
2,Australia,8.2,6.8,9.1,7.6,8.0,7.2,6.3,8.2,7.5,8.2,"[8.2, 6.8, 9.1, 7.6, 8.0, 7.2, 6.3]"
3,Australia,7.6,6.2,8.4,7.3,8.1,3.5,6.4,7.6,6.6499999999999995,7.6,"[7.6, 6.2, 8.4, 7.3, 8.1, 3.5, 6.4]"
4,Australia,7.8,6.8,9.0,7.2,7.5,6.0,7.0,7.8,7.25,7.8,"[7.8, 6.8, 9.0, 7.2, 7.5, 6.0, 7.0]"
5,Australia,7.6,6.2,8.7,6.8,7.9,4.2,6.3,7.6,6.683333333333334,7.6,"[7.6, 6.2, 8.7, 6.8, 7.9, 4.2, 6.3]"
6,Australia,7.6,6.2,8.4,8.0,8.6,3.0,6.0,7.6,6.7,7.6,"[7.6, 6.2, 8.4, 8.0, 8.6, 3.0, 6.0]"
7,Australia,7.0,6.5,8.0,5.5,7.0,4.0,6.0,7.0,6.166666666666667,7.0,"[7.0, 6.5, 8.0, 5.5, 7.0, 4.0, 6.0]"
8,Australia,7.6,7.4,7.2,8.1,8.6,4.2,6.8,7.6,7.05,7.6,"[7.6, 7.4, 7.2, 8.1, 8.6, 4.2, 6.8]"
9,Australia,8.2,6.8,9.5,6.5,8.0,4.5,6.0,8.2,6.883333333333333,8.2,"[8.2, 6.8, 9.5, 6.5, 8.0, 4.5, 6.0]"
10,Australia,7.4,6.2,8.3,7.1,8.6,4.0,6.2,7.4,6.733333333333333,7.4,"[7.4, 6.2, 8.3, 7.1, 8.6, 4.0, 6.2]"
11,Australia,7.2,7.5,8.0,6.5,6.8,6.0,7.5,7.2,7.05,7.2,"[7.2, 7.5, 8.0, 6.5, 6.8, 6.0, 7.5]"
12,Australia,7.4,6.8,8.6,7.2,7.5,4.0,6.5,7.4,6.766666666666667,7.4,"[7.4, 6.8, 8.6, 7.2, 7.5, 4.0, 6.5]"
13,Australia,7.4,6.3,8.6,6.7,7.8,3.2,6.4,7.4,6.5,7.4,"[7.4, 6.3, 8.6, 6.7, 7.8, 3.2, 6.4]"
14,Australia,7.6,5.8,8.2,7.4,8.6,6.2,6.8,7.6,7.166666666666667,7.6,"[7.6, 5.8, 8.2, 7.4, 8.6, 6.2, 6.8]"
15,Australia,7.8,6.5,9.0,7.0,8.0,6.0,6.5,7.8,7.166666666666667,7.8,"[7.8, 6.5, 9.0, 7.0, 8.0, 6.0, 6.5]"
16,Australia,6.8,5.8,8.2,6.4,7.6,7.0,6.2,6.8,6.866666666666667,6.8,"[6.8, 5.8, 8.2, 6.4, 7.6, 7.0, 6.2]"
17,Australia,6.5,7.5,8.5,6.0,5.5,2.0,7.0,6.5,6.083333333333333,6.5,"[6.5, 7.5, 8.5, 6.0, 5.5, 2.0, 7.0]"
18,Australia,6.8,6.5,8.2,6.2,5.8,4.5,7.0,6.8,6.366666666666667,6.8,"[6.8, 6.5, 8.2, 6.2, 5.8, 4.5, 7.0]"
19,Australia,7.8,6.8,8.6,8.2,8.4,5.2,6.3,7.8,7.25,7.8,"[7.8, 6.8, 8.6, 8.2, 8.4, 5.2, 6.3]"
20,Australia,4.5,3.0,7.5,6.0,5.5,2.0,6.0,4.5,5.0,4.5,"[4.5, 3.0, 7.5, 6.0, 5.5, 2.0, 6.0]"
1,Austria,8.2,7.6,8.8,8.0,8.5,4.0,6.8,8.2,7.283333333333334,8.2,"[8.2, 7.6, 8.8, 8.0, 8.5, 4.0, 6.8]"
2,Austria,8.0,7.0,9.0,7.5,8.0,7.0,6.0,8.0,7.416666666666667,8.0,"[8.0, 7.0, 9.0, 7.5, 8.0, 7.0, 6.0]"
3,Austria,7.6,6.2,8.4,7.3,8.1,4.2,6.8,7.6,6.833333333333333,7.6,"[7.6, 6.2, 8.4, 7.3, 8.1, 4.2, 6.8]"
4,Austria,7.8,7.0,9.0,7.2,7.5,6.0,6.5,7.8,7.2,7.8,"[7.8, 7.0, 9.0, 7.2, 7.5, 6.0, 6.5]"
5,Austria,7.6,6.4,8.7,6.8,7.9,4.2,6.6,7.6,6.766666666666667,7.6,"[7.6, 6.4, 8.7, 6.8, 7.9, 4.2, 6.6]"
6,Austria,7.4,6.2,8.6,8.1,8.3,2.5,6.8,7.4,6.75,7.4,"[7.4, 6.2, 8.6, 8.1, 8.3, 2.5, 6.8]"
7,Austria,7.0,6.5,8.5,5.5,7.5,3.0,6.5,7.0,6.25,7.0,"[7.0, 6.5, 8.5, 5.5, 7.5, 3.0, 6.5]"
8,Austria,7.6,7.8,7.4,8.2,8.8,4.2,6.8,7.6,7.2,7.6,"[7.6, 7.8, 7.4, 8.2, 8.8, 4.2, 6.8]"
9,Austria,8.2,7.0,9.5,6.5,8.0,4.0,5.5,8.2,6.75,8.2,"[8.2, 7.0, 9.5, 6.5, 8.0, 4.0, 5.5]"
10,Austria,7.4,6.2,8.3,7.6,8.8,3.5,6.8,7.4,6.866666666666667,7.4,"[7.4, 6.2, 8.3, 7.6, 8.8, 3.5, 6.8]"
11,Austria,7.2,7.5,8.0,6.2,6.5,5.0,7.5,7.2,6.783333333333334,7.2,"[7.2, 7.5, 8.0, 6.2, 6.5, 5.0, 7.5]"
12,Austria,7.6,7.2,8.8,7.4,7.0,3.5,6.8,7.6,6.783333333333334,7.6,"[7.6, 7.2, 8.8, 7.4, 7.0, 3.5, 6.8]"
13,Austria,7.4,6.6,8.4,6.7,7.6,3.2,6.8,7.4,6.55,7.4,"[7.4, 6.6, 8.4, 6.7, 7.6, 3.2, 6.8]"
14,Austria,7.8,6.2,8.4,7.3,8.1,6.0,6.8,7.8,7.133333333333333,7.8,"[7.8, 6.2, 8.4, 7.3, 8.1, 6.0, 6.8]"
15,Austria,7.8,6.5,9.0,7.0,7.5,4.0,7.0,7.8,6.833333333333333,7.8,"[7.8, 6.5, 9.0, 7.0, 7.5, 4.0, 7.0]"
16,Austria,6.8,6.2,8.1,6.4,7.4,6.0,6.2,6.8,6.716666666666666,6.8,"[6.8, 6.2, 8.1, 6.4, 7.4, 6.0, 6.2]"
17,Austria,6.5,7.5,8.5,6.0,5.5,2.0,6.5,6.5,6.0,6.5,"[6.5, 7.5, 8.5, 6.0, 5.5, 2.0, 6.5]"
18,Austria,7.2,6.8,8.4,6.5,5.8,3.5,6.2,7.2,6.2,7.2,"[7.2, 6.8, 8.4, 6.5, 5.8, 3.5, 6.2]"
