country,mean_happiness,std_happiness,min_happiness,max_happiness,response_count,avg_life_evaluation,avg_gdp,avg_social_support,avg_health,avg_freedom,avg_generosity,avg_corruption
Madagascar,4.825,0.6214372136638713,3.2,6.2,20,4.825,,,,,,
Malawi,4.715,0.5984849292390876,3.2,6.2,20,4.715,,,,,,
Malaysia,6.095000000000001,0.7755982410880954,3.5,6.8,20,6.095000000000001,,,,,,
Maldives,6.1899999999999995,0.749666592559652,3.5,7.2,20,6.1899999999999995,,,,,,
Mali,4.635,0.5546691759389935,3.2,5.8,20,4.635,,,,,,
Malta,6.484999999999999,0.7220402379806532,4.0,7.2,20,6.484999999999999,,,,,,
Mauritania,4.92,0.5634480315082542,3.5,6.2,20,4.92,,,,,,
Mauritius,6.335,0.7278483069257888,3.8,7.2,20,6.335,,,,,,
Mexico,5.91,0.8005918863072827,3.5,6.8,20,5.91,,,,,,
Mongolia,5.55,0.7626132357679228,3.5,6.6,20,5.55,,,,,,
Montenegro,5.885,0.7520323341312842,3.5,6.8,20,5.885,,,,,,
Morocco,5.525,0.7656266783010603,3.5,6.8,20,5.525,,,,,,
Mozambique,4.9799999999999995,0.6453069445090288,3.5,6.5,20,4.9799999999999995,,,,,,
Myanmar,4.085,0.47933616376686716,3.0,5.2,20,4.085,,,,,,
Namibia,5.6899999999999995,0.779946017025335,3.5,6.8,20,5.6899999999999995,,,,,,
Nepal,5.5649999999999995,0.7754625105465494,3.5,6.8,20,5.5649999999999995,,,,,,
Netherlands,6.865,0.6807696882360823,4.5,7.5,20,6.865,,,,,,
New Zealand,6.590000000000001,0.7559587847300451,4.0,7.4,20,6.590000000000001,,,,,,
Nicaragua,5.125,0.609464821315433,3.5,6.2,20,5.125,,,,,,
Niger,4.54,0.6029750802217462,3.0,6.0,20,4.54,,,,,,
Nigeria,4.79,0.6381717307235857,3.0,6.2,20,4.79,,,,,,
North Cyprus,5.49,0.734058652468015,3.5,6.5,20,5.49,,,,,,
North Macedonia,5.425,0.7297259759663209,3.5,6.5,20,5.425,,,,,,
Norway,7.045,0.7330362237046392,4.5,7.8,20,7.045,,,,,,
Oman,6.49,0.7718058114100435,4.0,7.5,20,6.49,,,,,,
Pakistan,4.93,0.7034501441205039,3.0,6.2,20,4.93,,,,,,
Panama,6.04,0.765987494744701,3.5,6.8,20,6.04,,,,,,
Paraguay,5.8149999999999995,0.7583048963243437,3.5,6.8,20,5.8149999999999995,,,,,,
Peru,5.63,0.7753437268314243,3.5,6.8,20,5.63,,,,,,
Philippines,5.71,0.7711235821496891,3.5,6.8,20,5.71,,,,,,
Poland,6.095000000000001,0.783027189149501,3.5,7.2,20,6.095000000000001,,,,,,
Portugal,6.16,0.6847204577513059,3.8,6.8,20,6.16,,,,,,
Puerto Rico,5.779999999999999,0.7259114053526451,3.5,6.5,20,5.779999999999999,,,,,,
Qatar,7.065,0.8138763645923781,4.2,7.8,20,7.065,,,,,,
Republic of Korea,6.11,0.7677033418271876,3.8,6.8,20,6.11,,,,,,
Republic of Moldova,5.205,0.6939399336966761,3.5,6.5,20,5.205,,,,,,
Romania,5.91,0.7785952262349093,3.5,6.8,20,5.91,,,,,,
Russian Federation,5.24,0.6443274747648452,3.5,6.5,20,5.24,,,,,,
Rwanda,5.58,0.7763612832343346,3.5,6.8,20,5.58,,,,,,
Saudi Arabia,6.545,0.8185192021025078,3.8,7.5,20,6.545,,,,,,
Senegal,5.305,0.7067159036140707,3.5,6.5,20,5.305,,,,,,
Serbia,5.625,0.7933108503374691,3.5,6.8,20,5.625,,,,,,
Sierra Leone,4.65,0.6048053188292993,3.0,6.2,20,4.65,,,,,,
Singapore,6.734999999999999,0.8196758024076539,4.0,7.5,20,6.734999999999999,,,,,,
Slovakia,6.135,0.7191186125719239,3.8,7.2,20,6.135,,,,,,
Slovenia,6.625,0.7552448191428431,4.0,7.4,20,6.625,,,,,,
Somalia,4.4,0.5656854249492381,3.0,5.8,20,4.4,,,,,,
Somaliland Region,4.925,0.5990123450094198,3.5,6.2,20,4.925,,,,,,
South Africa,5.3549999999999995,0.6855462670094019,3.5,6.5,20,5.3549999999999995,,,,,,
South Sudan,4.029999999999999,0.4932171508521747,3.0,5.0,20,4.029999999999999,,,,,,
Spain,6.445,0.7366174469545876,4.0,7.2,20,6.445,,,,,,
Sri Lanka,5.125,0.6512134422510188,3.5,6.5,20,5.125,,,,,,
State of Palestine,3.5,0.324442842261525,2.5,4.5,20,3.5,,,,,,
Sudan,3.425,0.29357147430619995,2.5,4.0,20,3.425,,,,,,
Suriname,5.38,0.7082966966789523,3.5,6.5,20,5.38,,,,,,
Swaziland,4.995,0.5633312571330992,3.5,6.2,20,4.995,,,,,,
Sweden,6.82,0.690232607627008,4.5,7.6,20,6.82,,,,,,
Switzerland,7.065,0.7499298212780352,4.5,7.8,20,7.065,,,,,,
Syria,3.685,0.4880411975707745,2.5,4.8,20,3.685,,,,,,
Taiwan Province of China,6.495,0.7337538666624559,4.0,7.2,20,6.495,,,,,,
Tajikistan,4.9399999999999995,0.5985948458462405,3.5,6.2,20,4.9399999999999995,,,,,,
Tanzania,5.3549999999999995,0.7185328619375806,3.5,6.5,20,5.3549999999999995,,,,,,
Thailand,5.99,0.803872207702063,3.5,6.8,20,5.99,,,,,,
Togo,4.9,0.5638215469828243,3.5,6.2,20,4.9,,,,,,
Trinidad and Tobago,5.735,0.7801990299377395,3.5,6.8,20,5.735,,,,,,
Tunisia,5.015,0.6063479980480204,3.5,6.5,20,5.015,,,,,,
Turkmenistan,4.64,0.5133994033580686,3.0,5.8,20,4.64,,,,,,
Türkiye,5.18,0.6817933009814323,3.5,6.2,20,5.18,,,,,,
Uganda,5.14,0.6754335839413,3.5,6.5,20,5.14,,,,,,
Ukraine,4.5600000000000005,0.46836782666258336,3.2,5.8,20,4.5600000000000005,,,,,,
United Arab Emirates,7.01,0.8207185555160922,4.0,7.8,20,7.01,,,,,,
United Kingdom,6.275,0.7239329715991814,4.0,7.2,20,6.275,,,,,,
United States,6.305,0.7857112098367682,3.5,7.2,20,6.305,,,,,,
Uruguay,6.44,0.7549137280789807,4.0,7.2,20,6.44,,,,,,
Uzbekistan,5.555,0.7178000014664692,3.5,6.5,20,5.555,,,,,,
Venezuela,4.695,0.6573271235605763,3.2,6.5,20,4.695,,,,,,
Viet Nam,5.985,0.8158140913093787,3.5,6.8,20,5.985,,,,,,
Yemen,3.755,0.5394685493978992,2.5,4.8,20,3.755,,,,,,
Zambia,5.12,0.644490823094194,3.5,6.5,20,5.12,,,,,,
Zimbabwe,4.65,0.592496946472256,3.5,6.2,20,4.65,,,,,,
