persona_id,country,life_evaluation,gdp,social_support,health,freedom,generosity,corruption,overall_happiness_explicit,overall_happiness_calculated,overall_happiness,response_text
7,Albania,5.0,,,,,,,5.0,5.0,5.0,[5.0]
8,Albania,6.8,,,,,,,6.8,6.8,6.8,[6.8]
9,Albania,6.0,,,,,,,6.0,6.0,6.0,[6]
10,Albania,5.6,,,,,,,5.6,5.6,5.6,[5.6]
11,Albania,5.0,,,,,,,5.0,5.0,5.0,[5.0]
12,Albania,5.8,,,,,,,5.8,5.8,5.8,[5.8]
13,Albania,5.5,,,,,,,5.5,5.5,5.5,[5.5]
14,Albania,6.2,,,,,,,6.2,6.2,6.2,[6.2]
15,Albania,5.5,,,,,,,5.5,5.5,5.5,[5.5]
16,Albania,5.2,,,,,,,5.2,5.2,5.2,[5.2]
17,Albania,5.0,,,,,,,5.0,5.0,5.0,[5.0]
18,Albania,5.0,,,,,,,5.0,5.0,5.0,[5.0]
19,Albania,6.5,,,,,,,6.5,6.5,6.5,[6.5]
20,Albania,3.5,,,,,,,3.5,3.5,3.5,[3.5]
1,Algeria,6.5,,,,,,,6.5,6.5,6.5,[6.5]
2,Algeria,5.8,,,,,,,5.8,5.8,5.8,[5.8]
3,Algeria,5.2,,,,,,,5.2,5.2,5.2,[5.2]
4,Algeria,5.2,,,,,,,5.2,5.2,5.2,[5.2]
5,Algeria,5.2,,,,,,,5.2,5.2,5.2,[5.2]
6,Algeria,4.8,,,,,,,4.8,4.8,4.8,[4.8]
7,Algeria,4.8,,,,,,,4.8,4.8,4.8,[4.8]
8,Algeria,6.5,,,,,,,6.5,6.5,6.5,[6.5]
9,Algeria,6.0,,,,,,,6.0,6.0,6.0,[6]
10,Algeria,5.2,,,,,,,5.2,5.2,5.2,[5.2]
11,Algeria,4.8,,,,,,,4.8,4.8,4.8,[4.8]
12,Algeria,5.2,,,,,,,5.2,5.2,5.2,[5.2]
13,Algeria,5.0,,,,,,,5.0,5.0,5.0,[5]
14,Algeria,5.8,,,,,,,5.8,5.8,5.8,[5.8]
15,Algeria,5.0,,,,,,,5.0,5.0,5.0,[5.0]
16,Algeria,4.8,,,,,,,4.8,4.8,4.8,[4.8]
17,Algeria,4.8,,,,,,,4.8,4.8,4.8,[4.8]
18,Algeria,4.8,,,,,,,4.8,4.8,4.8,[4.8]
19,Algeria,6.2,,,,,,,6.2,6.2,6.2,[6.2]
20,Algeria,3.5,,,,,,,3.5,3.5,3.5,[3.5]
1,Angola,6.0,,,,,,,6.0,6.0,6.0,[6.0]
2,Angola,4.8,,,,,,,4.8,4.8,4.8,[4.8]
3,Angola,5.2,,,,,,,5.2,5.2,5.2,[5.2]
4,Angola,5.0,,,,,,,5.0,5.0,5.0,[5]
5,Angola,4.8,,,,,,,4.8,4.8,4.8,[4.8]
6,Angola,4.8,,,,,,,4.8,4.8,4.8,[4.8]
7,Angola,4.5,,,,,,,4.5,4.5,4.5,[4.5]
8,Angola,6.2,,,,,,,6.2,6.2,6.2,[6.2]
9,Angola,5.0,,,,,,,5.0,5.0,5.0,[5]
10,Angola,4.8,,,,,,,4.8,4.8,4.8,[4.8]
11,Angola,4.8,,,,,,,4.8,4.8,4.8,[4.8]
12,Angola,5.0,,,,,,,5.0,5.0,5.0,[5.0]
13,Angola,4.8,,,,,,,4.8,4.8,4.8,[4.8]
14,Angola,5.2,,,,,,,5.2,5.2,5.2,[5.2]
15,Angola,4.8,,,,,,,4.8,4.8,4.8,[4.8]
16,Angola,4.6,,,,,,,4.6,4.6,4.6,[4.6]
17,Angola,4.8,,,,,,,4.8,4.8,4.8,[4.8]
18,Angola,4.8,,,,,,,4.8,4.8,4.8,[4.8]
19,Angola,6.0,,,,,,,6.0,6.0,6.0,[6.0]
20,Angola,3.2,,,,,,,3.2,3.2,3.2,[3.2]
1,Argentina,6.2,,,,,,,6.2,6.2,6.2,[6.2]
2,Argentina,5.0,,,,,,,5.0,5.0,5.0,[5.0]
3,Argentina,5.8,,,,,,,5.8,5.8,5.8,[5.8]
4,Argentina,4.8,,,,,,,4.8,4.8,4.8,[4.8]
5,Argentina,5.0,,,,,,,5.0,5.0,5.0,[5.0]
6,Argentina,4.8,,,,,,,4.8,4.8,4.8,[4.8]
7,Argentina,4.5,,,,,,,4.5,4.5,4.5,[4.5]
8,Argentina,6.5,,,,,,,6.5,6.5,6.5,[6.5]
9,Argentina,5.5,,,,,,,5.5,5.5,5.5,[5.5]
10,Argentina,5.0,,,,,,,5.0,5.0,5.0,[5.0]
11,Argentina,4.8,,,,,,,4.8,4.8,4.8,[4.8]
12,Argentina,5.2,,,,,,,5.2,5.2,5.2,[5.2]
13,Argentina,4.8,,,,,,,4.8,4.8,4.8,[4.8]
14,Argentina,5.8,,,,,,,5.8,5.8,5.8,[5.8]
15,Argentina,5.0,,,,,,,5.0,5.0,5.0,[5.0]
16,Argentina,4.8,,,,,,,4.8,4.8,4.8,[4.8]
17,Argentina,4.8,,,,,,,4.8,4.8,4.8,[4.8]
18,Argentina,4.5,,,,,,,4.5,4.5,4.5,[4.5]
19,Argentina,6.0,,,,,,,6.0,6.0,6.0,[6]
20,Argentina,3.5,,,,,,,3.5,3.5,3.5,[3.5]
1,Armenia,6.5,,,,,,,6.5,6.5,6.5,[6.5]
2,Armenia,5.8,,,,,,,5.8,5.8,5.8,[5.8]
3,Armenia,5.8,,,,,,,5.8,5.8,5.8,[5.8]
4,Armenia,5.2,,,,,,,5.2,5.2,5.2,[5.2]
5,Armenia,5.8,,,,,,,5.8,5.8,5.8,[5.8]
6,Armenia,5.2,,,,,,,5.2,5.2,5.2,[5.2]
7,Armenia,4.8,,,,,,,4.8,4.8,4.8,[4.8]
8,Armenia,6.5,,,,,,,6.5,6.5,6.5,[6.5]
9,Armenia,5.5,,,,,,,5.5,5.5,5.5,[5.5]
10,Armenia,5.6,,,,,,,5.6,5.6,5.6,[5.6]
11,Armenia,5.0,,,,,,,5.0,5.0,5.0,[5.0]
12,Armenia,5.8,,,,,,,5.8,5.8,5.8,[5.8]
13,Armenia,5.5,,,,,,,5.5,5.5,5.5,[5.5]
14,Armenia,5.8,,,,,,,5.8,5.8,5.8,[5.8]
15,Armenia,5.5,,,,,,,5.5,5.5,5.5,[5.5]
16,Armenia,4.8,,,,,,,4.8,4.8,4.8,[4.8]
17,Armenia,5.0,,,,,,,5.0,5.0,5.0,[5.0]
18,Armenia,5.0,,,,,,,5.0,5.0,5.0,[5.0]
19,Armenia,6.2,,,,,,,6.2,6.2,6.2,[6.2]
20,Armenia,3.5,,,,,,,3.5,3.5,3.5,[3.5]
1,Australia,7.2,,,,,,,7.2,7.2,7.2,[7.2]
2,Australia,7.2,,,,,,,7.2,7.2,7.2,[7.2]
3,Australia,6.8,,,,,,,6.8,6.8,6.8,[6.8]
4,Australia,6.5,,,,,,,6.5,6.5,6.5,[6.5]
5,Australia,6.5,,,,,,,6.5,6.5,6.5,[6.5]
6,Australia,6.8,,,,,,,6.8,6.8,6.8,[6.8]
7,Australia,6.2,,,,,,,6.2,6.2,6.2,[6.2]
8,Australia,7.2,,,,,,,7.2,7.2,7.2,[7.2]
9,Australia,7.5,,,,,,,7.5,7.5,7.5,[7.5]
10,Australia,6.5,,,,,,,6.5,6.5,6.5,[6.5]
11,Australia,6.2,,,,,,,6.2,6.2,6.2,[6.2]
12,Australia,6.8,,,,,,,6.8,6.8,6.8,[6.8]
13,Australia,6.5,,,,,,,6.5,6.5,6.5,[6.5]
14,Australia,6.8,,,,,,,6.8,6.8,6.8,[6.8]
15,Australia,7.0,,,,,,,7.0,7.0,7.0,[7.0]
16,Australia,6.2,,,,,,,6.2,6.2,6.2,[6.2]
17,Australia,6.5,,,,,,,6.5,6.5,6.5,[6.5]
18,Australia,6.2,,,,,,,6.2,6.2,6.2,[6.2]
19,Australia,7.2,,,,,,,7.2,7.2,7.2,[7.2]
20,Australia,4.2,,,,,,,4.2,4.2,4.2,[4.2]
1,Austria,7.6,,,,,,,7.6,7.6,7.6,[7.6]
2,Austria,7.3,,,,,,,7.3,7.3,7.3,[7.3]
3,Austria,6.8,,,,,,,6.8,6.8,6.8,[6.8]
4,Austria,6.8,,,,,,,6.8,6.8,6.8,[6.8]
5,Austria,6.5,,,,,,,6.5,6.5,6.5,[6.5]
6,Austria,6.8,,,,,,,6.8,6.8,6.8,[6.8]
7,Austria,6.0,,,,,,,6.0,6.0,6.0,[6.0]
8,Austria,7.2,,,,,,,7.2,7.2,7.2,[7.2]
9,Austria,7.5,,,,,,,7.5,7.5,7.5,[7.5]
10,Austria,6.8,,,,,,,6.8,6.8,6.8,[6.8]
11,Austria,6.5,,,,,,,6.5,6.5,6.5,[6.5]
12,Austria,6.8,,,,,,,6.8,6.8,6.8,[6.8]
13,Austria,7.0,,,,,,,7.0,7.0,7.0,[7.0]
14,Austria,7.2,,,,,,,7.2,7.2,7.2,[7.2]
15,Austria,6.5,,,,,,,6.5,6.5,6.5,[6.5]
16,Austria,6.2,,,,,,,6.2,6.2,6.2,[6.2]
17,Austria,6.0,,,,,,,6.0,6.0,6.0,[6.0]
18,Austria,6.5,,,,,,,6.5,6.5,6.5,[6.5]
19,Austria,7.4,,,,,,,7.4,7.4,7.4,[7.4]
20,Austria,4.0,,,,,,,4.0,4.0,4.0,[4.0]
1,Azerbaijan,6.5,,,,,,,6.5,6.5,6.5,[6.5]
2,Azerbaijan,6.0,,,,,,,6.0,6.0,6.0,[6.0]
3,Azerbaijan,5.8,,,,,,,5.8,5.8,5.8,[5.8]
4,Azerbaijan,5.5,,,,,,,5.5,5.5,5.5,[5.5]
5,Azerbaijan,5.8,,,,,,,5.8,5.8,5.8,[5.8]
6,Azerbaijan,5.0,,,,,,,5.0,5.0,5.0,[5.0]
7,Azerbaijan,5.0,,,,,,,5.0,5.0,5.0,[5.0]
8,Azerbaijan,6.5,,,,,,,6.5,6.5,6.5,[6.5]
9,Azerbaijan,6.0,,,,,,,6.0,6.0,6.0,[6]
10,Azerbaijan,5.5,,,,,,,5.5,5.5,5.5,[5.5]
11,Azerbaijan,5.2,,,,,,,5.2,5.2,5.2,[5.2]
12,Azerbaijan,5.8,,,,,,,5.8,5.8,5.8,[5.8]
13,Azerbaijan,5.0,,,,,,,5.0,5.0,5.0,[5.0]
14,Azerbaijan,5.8,,,,,,,5.8,5.8,5.8,[5.8]
15,Azerbaijan,5.5,,,,,,,5.5,5.5,5.5,[5.5]
16,Azerbaijan,4.8,,,,,,,4.8,4.8,4.8,[4.8]
17,Azerbaijan,5.0,,,,,,,5.0,5.0,5.0,[5.0]
18,Azerbaijan,5.0,,,,,,,5.0,5.0,5.0,[5.0]
19,Azerbaijan,6.2,,,,,,,6.2,6.2,6.2,[6.2]
20,Azerbaijan,3.5,,,,,,,3.5,3.5,3.5,[3.5]
1,Bahrain,7.2,,,,,,,7.2,7.2,7.2,[7.2]
2,Bahrain,7.2,,,,,,,7.2,7.2,7.2,[7.2]
3,Bahrain,6.8,,,,,,,6.8,6.8,6.8,[6.8]
4,Bahrain,6.5,,,,,,,6.5,6.5,6.5,[6.5]
5,Bahrain,6.5,,,,,,,6.5,6.5,6.5,[6.5]
6,Bahrain,6.5,,,,,,,6.5,6.5,6.5,[6.5]
7,Bahrain,5.5,,,,,,,5.5,5.5,5.5,[5.5]
8,Bahrain,7.2,,,,,,,7.2,7.2,7.2,[7.2]
9,Bahrain,7.0,,,,,,,7.0,7.0,7.0,[7.0]
10,Bahrain,6.5,,,,,,,6.5,6.5,6.5,[6.5]
11,Bahrain,6.2,,,,,,,6.2,6.2,6.2,[6.2]
12,Bahrain,6.8,,,,,,,6.8,6.8,6.8,[6.8]
13,Bahrain,6.5,,,,,,,6.5,6.5,6.5,[6.5]
14,Bahrain,6.5,,,,,,,6.5,6.5,6.5,[6.5]
15,Bahrain,6.5,,,,,,,6.5,6.5,6.5,[6.5]
16,Bahrain,6.2,,,,,,,6.2,6.2,6.2,[6.2]
17,Bahrain,6.0,,,,,,,6.0,6.0,6.0,[6.0]
18,Bahrain,6.2,,,,,,,6.2,6.2,6.2,[6.2]
19,Bahrain,7.2,,,,,,,7.2,7.2,7.2,[7.2]
20,Bahrain,3.5,,,,,,,3.5,3.5,3.5,[3.5]
1,Bangladesh,6.0,,,,,,,6.0,6.0,6.0,[6.0]
2,Bangladesh,5.8,,,,,,,5.8,5.8,5.8,[5.8]
3,Bangladesh,5.8,,,,,,,5.8,5.8,5.8,[5.8]
4,Bangladesh,5.2,,,,,,,5.2,5.2,5.2,[5.2]
5,Bangladesh,5.2,,,,,,,5.2,5.2,5.2,[5.2]
6,Bangladesh,4.8,,,,,,,4.8,4.8,4.8,[4.8]
7,Bangladesh,4.5,,,,,,,4.5,4.5,4.5,[4.5]
8,Bangladesh,6.5,,,,,,,6.5,6.5,6.5,[6.5]
9,Bangladesh,5.5,,,,,,,5.5,5.5,5.5,[5.5]
10,Bangladesh,5.2,,,,,,,5.2,5.2,5.2,[5.2]
11,Bangladesh,5.0,,,,,,,5.0,5.0,5.0,[5.0]
12,Bangladesh,5.2,,,,,,,5.2,5.2,5.2,[5.2]
13,Bangladesh,4.8,,,,,,,4.8,4.8,4.8,[4.8]
14,Bangladesh,5.2,,,,,,,5.2,5.2,5.2,[5.2]
15,Bangladesh,5.0,,,,,,,5.0,5.0,5.0,[5.0]
16,Bangladesh,4.8,,,,,,,4.8,4.8,4.8,[4.8]
17,Bangladesh,4.8,,,,,,,4.8,4.8,4.8,[4.8]
18,Bangladesh,4.8,,,,,,,4.8,4.8,4.8,[4.8]
19,Bangladesh,6.2,,,,,,,6.2,6.2,6.2,[6.2]
20,Bangladesh,3.5,,,,,,,3.5,3.5,3.5,[3.5]
1,Belarus,5.8,,,,,,,5.8,5.8,5.8,[5.8]
2,Belarus,5.2,,,,,,,5.2,5.2,5.2,[5.2]
3,Belarus,5.2,,,,,,,5.2,5.2,5.2,[5.2]
4,Belarus,5.0,,,,,,,5.0,5.0,5.0,[5.0]
5,Belarus,5.2,,,,,,,5.2,5.2,5.2,[5.2]
6,Belarus,4.8,,,,,,,4.8,4.8,4.8,[4.8]
7,Belarus,4.5,,,,,,,4.5,4.5,4.5,[4.5]
8,Belarus,6.2,,,,,,,6.2,6.2,6.2,[6.2]
9,Belarus,5.0,,,,,,,5.0,5.0,5.0,[5.0]
10,Belarus,4.8,,,,,,,4.8,4.8,4.8,[4.8]
11,Belarus,4.8,,,,,,,4.8,4.8,4.8,[4.8]
12,Belarus,5.2,,,,,,,5.2,5.2,5.2,[5.2]
13,Belarus,5.0,,,,,,,5.0,5.0,5.0,[5.0]
14,Belarus,5.2,,,,,,,5.2,5.2,5.2,[5.2]
15,Belarus,5.0,,,,,,,5.0,5.0,5.0,[5.0]
16,Belarus,4.8,,,,,,,4.8,4.8,4.8,[4.8]
17,Belarus,4.8,,,,,,,4.8,4.8,4.8,[4.8]
18,Belarus,4.8,,,,,,,4.8,4.8,4.8,[4.8]
19,Belarus,5.2,,,,,,,5.2,5.2,5.2,[5.2]
20,Belarus,3.2,,,,,,,3.2,3.2,3.2,[3.2]
1,Belgium,7.5,,,,,,,7.5,7.5,7.5,[7.5]
2,Belgium,7.2,,,,,,,7.2,7.2,7.2,[7.2]
3,Belgium,7.2,,,,,,,7.2,7.2,7.2,[7.2]
4,Belgium,6.5,,,,,,,6.5,6.5,6.5,[6.5]
5,Belgium,6.5,,,,,,,6.5,6.5,6.5,[6.5]
6,Belgium,6.5,,,,,,,6.5,6.5,6.5,[6.5]
7,Belgium,6.2,,,,,,,6.2,6.2,6.2,[6.2]
8,Belgium,7.2,,,,,,,7.2,7.2,7.2,[7.2]
9,Belgium,7.5,,,,,,,7.5,7.5,7.5,[7.5]
10,Belgium,6.5,,,,,,,6.5,6.5,6.5,[6.5]
11,Belgium,6.5,,,,,,,6.5,6.5,6.5,[6.5]
12,Belgium,6.8,,,,,,,6.8,6.8,6.8,[6.8]
13,Belgium,6.5,,,,,,,6.5,6.5,6.5,[6.5]
14,Belgium,6.8,,,,,,,6.8,6.8,6.8,[6.8]
15,Belgium,6.5,,,,,,,6.5,6.5,6.5,[6.5]
16,Belgium,6.2,,,,,,,6.2,6.2,6.2,[6.2]
17,Belgium,6.2,,,,,,,6.2,6.2,6.2,[6.2]
18,Belgium,6.0,,,,,,,6.0,6.0,6.0,[6.0]
19,Belgium,7.4,,,,,,,7.4,7.4,7.4,[7.4]
20,Belgium,4.2,,,,,,,4.2,4.2,4.2,[4.2]
1,Belize,6.5,,,,,,,6.5,6.5,6.5,[6.5]
2,Belize,6.2,,,,,,,6.2,6.2,6.2,[6.2]
3,Belize,6.2,,,,,,,6.2,6.2,6.2,[6.2]
4,Belize,6.0,,,,,,,6.0,6.0,6.0,[6.0]
5,Belize,6.0,,,,,,,6.0,6.0,6.0,[6.0]
6,Belize,5.8,,,,,,,5.8,5.8,5.8,[5.8]
7,Belize,5.0,,,,,,,5.0,5.0,5.0,[5.0]
8,Belize,6.8,,,,,,,6.8,6.8,6.8,[6.8]
9,Belize,6.2,,,,,,,6.2,6.2,6.2,[6.2]
10,Belize,5.6,,,,,,,5.6,5.6,5.6,[5.6]
11,Belize,5.5,,,,,,,5.5,5.5,5.5,[5.5]
12,Belize,6.0,,,,,,,6.0,6.0,6.0,[6.0]
13,Belize,5.2,,,,,,,5.2,5.2,5.2,[5.2]
14,Belize,6.2,,,,,,,6.2,6.2,6.2,[6.2]
15,Belize,6.0,,,,,,,6.0,6.0,6.0,[6.0]
16,Belize,5.0,,,,,,,5.0,5.0,5.0,[5.0]
17,Belize,5.2,,,,,,,5.2,5.2,5.2,[5.2]
18,Belize,5.2,,,,,,,5.2,5.2,5.2,[5.2]
19,Belize,6.5,,,,,,,6.5,6.5,6.5,[6.5]
20,Belize,3.5,,,,,,,3.5,3.5,3.5,[3.5]
1,Benin,6.0,,,,,,,6.0,6.0,6.0,[6.0]
2,Benin,5.2,,,,,,,5.2,5.2,5.2,[5.2]
3,Benin,5.2,,,,,,,5.2,5.2,5.2,[5.2]
4,Benin,5.0,,,,,,,5.0,5.0,5.0,[5.0]
5,Benin,5.0,,,,,,,5.0,5.0,5.0,[5.0]
6,Benin,4.8,,,,,,,4.8,4.8,4.8,[4.8]
7,Benin,4.8,,,,,,,4.8,4.8,4.8,[4.8]
8,Benin,6.5,,,,,,,6.5,6.5,6.5,[6.5]
9,Benin,5.0,,,,,,,5.0,5.0,5.0,[5.0]
10,Benin,4.8,,,,,,,4.8,4.8,4.8,[4.8]
11,Benin,5.2,,,,,,,5.2,5.2,5.2,[5.2]
12,Benin,5.2,,,,,,,5.2,5.2,5.2,[5.2]
13,Benin,4.8,,,,,,,4.8,4.8,4.8,[4.8]
14,Benin,5.8,,,,,,,5.8,5.8,5.8,[5.8]
15,Benin,4.8,,,,,,,4.8,4.8,4.8,[4.8]
16,Benin,4.8,,,,,,,4.8,4.8,4.8,[4.8]
17,Benin,4.8,,,,,,,4.8,4.8,4.8,[4.8]
18,Benin,4.8,,,,,,,4.8,4.8,4.8,[4.8]
19,Benin,6.0,,,,,,,6.0,6.0,6.0,[6.0]
20,Benin,3.5,,,,,,,3.5,3.5,3.5,[3.5]
1,Bhutan,6.8,,,,,,,6.8,6.8,6.8,[6.8]
2,Bhutan,6.5,,,,,,,6.5,6.5,6.5,[6.5]
3,Bhutan,6.5,,,,,,,6.5,6.5,6.5,[6.5]
4,Bhutan,6.5,,,,,,,6.5,6.5,6.5,[6.5]
5,Bhutan,6.0,,,,,,,6.0,6.0,6.0,[6.0]
6,Bhutan,6.0,,,,,,,6.0,6.0,6.0,[6.0]
7,Bhutan,5.5,,,,,,,5.5,5.5,5.5,[5.5]
8,Bhutan,6.8,,,,,,,6.8,6.8,6.8,[6.8]
9,Bhutan,6.5,,,,,,,6.5,6.5,6.5,[6.5]
10,Bhutan,6.0,,,,,,,6.0,6.0,6.0,[6.0]
11,Bhutan,5.8,,,,,,,5.8,5.8,5.8,[5.8]
12,Bhutan,6.5,,,,,,,6.5,6.5,6.5,[6.5]
13,Bhutan,6.0,,,,,,,6.0,6.0,6.0,[6.0]
14,Bhutan,6.2,,,,,,,6.2,6.2,6.2,[6.2]
15,Bhutan,6.0,,,,,,,6.0,6.0,6.0,[6.0]
16,Bhutan,5.8,,,,,,,5.8,5.8,5.8,[5.8]
17,Bhutan,6.0,,,,,,,6.0,6.0,6.0,[6]
18,Bhutan,5.2,,,,,,,5.2,5.2,5.2,[5.2]
19,Bhutan,6.5,,,,,,,6.5,6.5,6.5,[6.5]
20,Bhutan,3.5,,,,,,,3.5,3.5,3.5,[3.5]
1,Bolivia,6.5,,,,,,,6.5,6.5,6.5,[6.5]
2,Bolivia,6.0,,,,,,,6.0,6.0,6.0,[6.0]
3,Bolivia,5.8,,,,,,,5.8,5.8,5.8,[5.8]
4,Bolivia,5.5,,,,,,,5.5,5.5,5.5,[5.5]
5,Bolivia,5.5,,,,,,,5.5,5.5,5.5,[5.5]
6,Bolivia,5.0,,,,,,,5.0,5.0,5.0,[5]
7,Bolivia,4.8,,,,,,,4.8,4.8,4.8,[4.8]
8,Bolivia,6.5,,,,,,,6.5,6.5,6.5,[6.5]
9,Bolivia,6.2,,,,,,,6.2,6.2,6.2,[6.2]
10,Bolivia,5.2,,,,,,,5.2,5.2,5.2,[5.2]
11,Bolivia,5.0,,,,,,,5.0,5.0,5.0,[5.0]
12,Bolivia,5.8,,,,,,,5.8,5.8,5.8,[5.8]
13,Bolivia,5.0,,,,,,,5.0,5.0,5.0,[5.0]
14,Bolivia,6.2,,,,,,,6.2,6.2,6.2,[6.2]
15,Bolivia,5.5,,,,,,,5.5,5.5,5.5,[5.5]
16,Bolivia,5.0,,,,,,,5.0,5.0,5.0,[5.0]
17,Bolivia,5.0,,,,,,,5.0,5.0,5.0,[5.0]
18,Bolivia,5.0,,,,,,,5.0,5.0,5.0,[5.0]
19,Bolivia,6.5,,,,,,,6.5,6.5,6.5,[6.5]
20,Bolivia,3.5,,,,,,,3.5,3.5,3.5,[3.5]
1,Bosnia and Herzegovina,6.5,,,,,,,6.5,6.5,6.5,[6.5]
2,Bosnia and Herzegovina,5.8,,,,,,,5.8,5.8,5.8,[5.8]
3,Bosnia and Herzegovina,5.8,,,,,,,5.8,5.8,5.8,[5.8]
4,Bosnia and Herzegovina,5.0,,,,,,,5.0,5.0,5.0,[5.0]
5,Bosnia and Herzegovina,5.5,,,,,,,5.5,5.5,5.5,[5.5]
6,Bosnia and Herzegovina,5.0,,,,,,,5.0,5.0,5.0,[5.0]
7,Bosnia and Herzegovina,4.8,,,,,,,4.8,4.8,4.8,[4.8]
8,Bosnia and Herzegovina,6.5,,,,,,,6.5,6.5,6.5,[6.5]
9,Bosnia and Herzegovina,5.5,,,,,,,5.5,5.5,5.5,[5.5]
10,Bosnia and Herzegovina,5.2,,,,,,,5.2,5.2,5.2,[5.2]
11,Bosnia and Herzegovina,5.2,,,,,,,5.2,5.2,5.2,[5.2]
12,Bosnia and Herzegovina,5.5,,,,,,,5.5,5.5,5.5,[5.5]
13,Bosnia and Herzegovina,5.0,,,,,,,5.0,5.0,5.0,[5.0]
14,Bosnia and Herzegovina,5.8,,,,,,,5.8,5.8,5.8,[5.8]
15,Bosnia and Herzegovina,5.0,,,,,,,5.0,5.0,5.0,[5]
16,Bosnia and Herzegovina,4.8,,,,,,,4.8,4.8,4.8,[4.8]
17,Bosnia and Herzegovina,4.8,,,,,,,4.8,4.8,4.8,[4.8]
18,Bosnia and Herzegovina,5.0,,,,,,,5.0,5.0,5.0,[5.0]
19,Bosnia and Herzegovina,6.2,,,,,,,6.2,6.2,6.2,[6.2]
20,Bosnia and Herzegovina,3.5,,,,,,,3.5,3.5,3.5,[3.5]
1,Botswana,6.8,,,,,,,6.8,6.8,6.8,[6.8]
2,Botswana,6.2,,,,,,,6.2,6.2,6.2,[6.2]
3,Botswana,6.2,,,,,,,6.2,6.2,6.2,[6.2]
4,Botswana,6.0,,,,,,,6.0,6.0,6.0,[6.0]
5,Botswana,6.0,,,,,,,6.0,6.0,6.0,[6]
6,Botswana,5.5,,,,,,,5.5,5.5,5.5,[5.5]
7,Botswana,5.0,,,,,,,5.0,5.0,5.0,[5.0]
8,Botswana,6.5,,,,,,,6.5,6.5,6.5,[6.5]
9,Botswana,6.5,,,,,,,6.5,6.5,6.5,[6.5]
10,Botswana,5.6,,,,,,,5.6,5.6,5.6,[5.6]
11,Botswana,5.8,,,,,,,5.8,5.8,5.8,[5.8]
12,Botswana,6.2,,,,,,,6.2,6.2,6.2,[6.2]
13,Botswana,5.5,,,,,,,5.5,5.5,5.5,[5.5]
14,Botswana,6.2,,,,,,,6.2,6.2,6.2,[6.2]
15,Botswana,5.5,,,,,,,5.5,5.5,5.5,[5.5]
16,Botswana,5.2,,,,,,,5.2,5.2,5.2,[5.2]
17,Botswana,5.8,,,,,,,5.8,5.8,5.8,[5.8]
18,Botswana,5.8,,,,,,,5.8,5.8,5.8,[5.8]
19,Botswana,6.5,,,,,,,6.5,6.5,6.5,[6.5]
20,Botswana,3.5,,,,,,,3.5,3.5,3.5,[3.5]
1,Brazil,6.8,,,,,,,6.8,6.8,6.8,[6.8]
2,Brazil,6.5,,,,,,,6.5,6.5,6.5,[6.5]
3,Brazil,6.5,,,,,,,6.5,6.5,6.5,[6.5]
4,Brazil,6.0,,,,,,,6.0,6.0,6.0,[6.0]
5,Brazil,6.0,,,,,,,6.0,6.0,6.0,[6.0]
6,Brazil,5.8,,,,,,,5.8,5.8,5.8,[5.8]
7,Brazil,5.5,,,,,,,5.5,5.5,5.5,[5.5]
8,Brazil,6.8,,,,,,,6.8,6.8,6.8,[6.8]
9,Brazil,6.5,,,,,,,6.5,6.5,6.5,[6.5]
