persona_id,country,life_evaluation,gdp,social_support,health,freedom,generosity,corruption,overall_happiness_explicit,overall_happiness_calculated,overall_happiness,response_text
8,Austria,7.2,,,,,,,7.2,7.2,7.2,[7.2]
9,Austria,7.5,,,,,,,7.5,7.5,7.5,[7.5]
1,Austria,7.5,,,,,,,7.5,7.5,7.5,[7.5]
4,Austria,7.2,,,,,,,7.2,7.2,7.2,[7.2]
20,Azerbaijan,3.5,,,,,,,3.5,3.5,3.5,[3.5]
6,Azerbaijan,5.2,,,,,,,5.2,5.2,5.2,[5.2]
15,Azerbaijan,5.2,,,,,,,5.2,5.2,5.2,[5.2]
5,Azerbaijan,5.5,,,,,,,5.5,5.5,5.5,[5.5]
10,Azerbaijan,5.0,,,,,,,5.0,5.0,5.0,[5.0]
14,Azerbaijan,5.8,,,,,,,5.8,5.8,5.8,[5.8]
16,Azerbaijan,4.8,,,,,,,4.8,4.8,4.8,[4.8]
19,Azerbaijan,6.5,,,,,,,6.5,6.5,6.5,[6.5]
7,Azerbaijan,5.0,,,,,,,5.0,5.0,5.0,[5]
13,Azerbaijan,5.2,,,,,,,5.2,5.2,5.2,[5.2]
18,Azerbaijan,5.0,,,,,,,5.0,5.0,5.0,[5.0]
11,Azerbaijan,5.2,,,,,,,5.2,5.2,5.2,[5.2]
2,Azerbaijan,5.5,,,,,,,5.5,5.5,5.5,[5.5]
12,Azerbaijan,6.0,,,,,,,6.0,6.0,6.0,[6]
3,Azerbaijan,5.8,,,,,,,5.8,5.8,5.8,[5.8]
17,Azerbaijan,5.0,,,,,,,5.0,5.0,5.0,[5.0]
8,Azerbaijan,6.5,,,,,,,6.5,6.5,6.5,[6.5]
9,Azerbaijan,6.0,,,,,,,6.0,6.0,6.0,[6.0]
1,Azerbaijan,6.2,,,,,,,6.2,6.2,6.2,[6.2]
4,Azerbaijan,5.5,,,,,,,5.5,5.5,5.5,[5.5]
20,Bahrain,4.0,,,,,,,4.0,4.0,4.0,[4.0]
6,Bahrain,6.5,,,,,,,6.5,6.5,6.5,[6.5]
15,Bahrain,6.5,,,,,,,6.5,6.5,6.5,[6.5]
5,Bahrain,6.5,,,,,,,6.5,6.5,6.5,[6.5]
10,Bahrain,6.2,,,,,,,6.2,6.2,6.2,[6.2]
14,Bahrain,6.5,,,,,,,6.5,6.5,6.5,[6.5]
16,Bahrain,6.2,,,,,,,6.2,6.2,6.2,[6.2]
19,Bahrain,7.2,,,,,,,7.2,7.2,7.2,[7.2]
7,Bahrain,6.0,,,,,,,6.0,6.0,6.0,[6]
13,Bahrain,6.5,,,,,,,6.5,6.5,6.5,[6.5]
18,Bahrain,6.5,,,,,,,6.5,6.5,6.5,[6.5]
11,Bahrain,6.2,,,,,,,6.2,6.2,6.2,[6.2]
2,Bahrain,7.2,,,,,,,7.2,7.2,7.2,[7.2]
12,Bahrain,7.2,,,,,,,7.2,7.2,7.2,[7.2]
3,Bahrain,6.5,,,,,,,6.5,6.5,6.5,[6.5]
17,Bahrain,6.0,,,,,,,6.0,6.0,6.0,[6.0]
8,Bahrain,7.2,,,,,,,7.2,7.2,7.2,[7.2]
9,Bahrain,7.0,,,,,,,7.0,7.0,7.0,[7.0]
1,Bahrain,6.5,,,,,,,6.5,6.5,6.5,[6.5]
4,Bahrain,6.5,,,,,,,6.5,6.5,6.5,[6.5]
20,Bangladesh,3.5,,,,,,,3.5,3.5,3.5,[3.5]
6,Bangladesh,4.8,,,,,,,4.8,4.8,4.8,[4.8]
15,Bangladesh,4.8,,,,,,,4.8,4.8,4.8,[4.8]
5,Bangladesh,5.0,,,,,,,5.0,5.0,5.0,[5.0]
10,Bangladesh,4.8,,,,,,,4.8,4.8,4.8,[4.8]
14,Bangladesh,5.2,,,,,,,5.2,5.2,5.2,[5.2]
16,Bangladesh,4.8,,,,,,,4.8,4.8,4.8,[4.8]
19,Bangladesh,6.4,,,,,,,6.4,6.4,6.4,[6.4]
7,Bangladesh,4.5,,,,,,,4.5,4.5,4.5,[4.5]
13,Bangladesh,4.8,,,,,,,4.8,4.8,4.8,[4.8]
18,Bangladesh,4.8,,,,,,,4.8,4.8,4.8,[4.8]
11,Bangladesh,5.2,,,,,,,5.2,5.2,5.2,[5.2]
2,Bangladesh,5.0,,,,,,,5.0,5.0,5.0,[5.0]
12,Bangladesh,5.8,,,,,,,5.8,5.8,5.8,[5.8]
3,Bangladesh,5.2,,,,,,,5.2,5.2,5.2,[5.2]
17,Bangladesh,4.8,,,,,,,4.8,4.8,4.8,[4.8]
8,Bangladesh,6.2,,,,,,,6.2,6.2,6.2,[6.2]
9,Bangladesh,5.2,,,,,,,5.2,5.2,5.2,[5.2]
1,Bangladesh,6.0,,,,,,,6.0,6.0,6.0,[6.0]
4,Bangladesh,5.2,,,,,,,5.2,5.2,5.2,[5.2]
20,Belarus,3.5,,,,,,,3.5,3.5,3.5,[3.5]
6,Belarus,4.8,,,,,,,4.8,4.8,4.8,[4.8]
15,Belarus,5.0,,,,,,,5.0,5.0,5.0,[5.0]
5,Belarus,5.0,,,,,,,5.0,5.0,5.0,[5.0]
10,Belarus,4.8,,,,,,,4.8,4.8,4.8,[4.8]
14,Belarus,4.8,,,,,,,4.8,4.8,4.8,[4.8]
16,Belarus,4.5,,,,,,,4.5,4.5,4.5,[4.5]
19,Belarus,5.2,,,,,,,5.2,5.2,5.2,[5.2]
7,Belarus,4.8,,,,,,,4.8,4.8,4.8,[4.8]
13,Belarus,5.0,,,,,,,5.0,5.0,5.0,[5.0]
18,Belarus,4.8,,,,,,,4.8,4.8,4.8,[4.8]
11,Belarus,4.8,,,,,,,4.8,4.8,4.8,[4.8]
2,Belarus,4.8,,,,,,,4.8,4.8,4.8,[4.8]
12,Belarus,5.2,,,,,,,5.2,5.2,5.2,[5.2]
3,Belarus,5.0,,,,,,,5.0,5.0,5.0,[5.0]
17,Belarus,4.8,,,,,,,4.8,4.8,4.8,[4.8]
8,Belarus,5.8,,,,,,,5.8,5.8,5.8,[5.8]
9,Belarus,5.2,,,,,,,5.2,5.2,5.2,[5.2]
1,Belarus,5.5,,,,,,,5.5,5.5,5.5,[5.5]
4,Belarus,4.8,,,,,,,4.8,4.8,4.8,[4.8]
20,Belgium,4.0,,,,,,,4.0,4.0,4.0,[4.0]
6,Belgium,6.5,,,,,,,6.5,6.5,6.5,[6.5]
15,Belgium,6.5,,,,,,,6.5,6.5,6.5,[6.5]
5,Belgium,6.5,,,,,,,6.5,6.5,6.5,[6.5]
10,Belgium,6.5,,,,,,,6.5,6.5,6.5,[6.5]
14,Belgium,6.8,,,,,,,6.8,6.8,6.8,[6.8]
16,Belgium,6.2,,,,,,,6.2,6.2,6.2,[6.2]
19,Belgium,7.5,,,,,,,7.5,7.5,7.5,[7.5]
7,Belgium,6.5,,,,,,,6.5,6.5,6.5,[6.5]
13,Belgium,6.5,,,,,,,6.5,6.5,6.5,[6.5]
18,Belgium,6.5,,,,,,,6.5,6.5,6.5,[6.5]
11,Belgium,6.5,,,,,,,6.5,6.5,6.5,[6.5]
2,Belgium,7.5,,,,,,,7.5,7.5,7.5,[7.5]
12,Belgium,7.0,,,,,,,7.0,7.0,7.0,[7.0]
3,Belgium,6.8,,,,,,,6.8,6.8,6.8,[6.8]
17,Belgium,6.2,,,,,,,6.2,6.2,6.2,[6.2]
8,Belgium,7.2,,,,,,,7.2,7.2,7.2,[7.2]
9,Belgium,7.5,,,,,,,7.5,7.5,7.5,[7.5]
1,Belgium,7.2,,,,,,,7.2,7.2,7.2,[7.2]
4,Belgium,7.0,,,,,,,7.0,7.0,7.0,[7.0]
20,Belize,3.5,,,,,,,3.5,3.5,3.5,[3.5]
6,Belize,5.2,,,,,,,5.2,5.2,5.2,[5.2]
15,Belize,6.0,,,,,,,6.0,6.0,6.0,[6]
5,Belize,5.8,,,,,,,5.8,5.8,5.8,[5.8]
10,Belize,5.0,,,,,,,5.0,5.0,5.0,[5.0]
14,Belize,6.0,,,,,,,6.0,6.0,6.0,[6]
16,Belize,5.2,,,,,,,5.2,5.2,5.2,[5.2]
19,Belize,6.8,,,,,,,6.8,6.8,6.8,[6.8]
7,Belize,5.0,,,,,,,5.0,5.0,5.0,[5.0]
13,Belize,5.5,,,,,,,5.5,5.5,5.5,[5.5]
18,Belize,5.5,,,,,,,5.5,5.5,5.5,[5.5]
11,Belize,6.0,,,,,,,6.0,6.0,6.0,[6.0]
2,Belize,6.0,,,,,,,6.0,6.0,6.0,[6.0]
12,Belize,6.2,,,,,,,6.2,6.2,6.2,[6.2]
3,Belize,6.2,,,,,,,6.2,6.2,6.2,[6.2]
17,Belize,5.0,,,,,,,5.0,5.0,5.0,[5.0]
8,Belize,6.5,,,,,,,6.5,6.5,6.5,[6.5]
9,Belize,6.2,,,,,,,6.2,6.2,6.2,[6.2]
1,Belize,6.5,,,,,,,6.5,6.5,6.5,[6.5]
4,Belize,6.0,,,,,,,6.0,6.0,6.0,[6.0]
20,Benin,3.5,,,,,,,3.5,3.5,3.5,[3.5]
6,Benin,4.8,,,,,,,4.8,4.8,4.8,[4.8]
15,Benin,4.8,,,,,,,4.8,4.8,4.8,[4.8]
5,Benin,5.0,,,,,,,5.0,5.0,5.0,[5.0]
10,Benin,4.8,,,,,,,4.8,4.8,4.8,[4.8]
14,Benin,5.0,,,,,,,5.0,5.0,5.0,[5.0]
16,Benin,4.8,,,,,,,4.8,4.8,4.8,[4.8]
19,Benin,6.3,,,,,,,6.3,6.3,6.3,[6.3]
7,Benin,4.5,,,,,,,4.5,4.5,4.5,[4.5]
13,Benin,4.8,,,,,,,4.8,4.8,4.8,[4.8]
18,Benin,5.0,,,,,,,5.0,5.0,5.0,[5]
11,Benin,5.2,,,,,,,5.2,5.2,5.2,[5.2]
2,Benin,5.0,,,,,,,5.0,5.0,5.0,[5.0]
12,Benin,5.5,,,,,,,5.5,5.5,5.5,[5.5]
3,Benin,5.0,,,,,,,5.0,5.0,5.0,[5.0]
17,Benin,4.8,,,,,,,4.8,4.8,4.8,[4.8]
8,Benin,6.5,,,,,,,6.5,6.5,6.5,[6.5]
9,Benin,5.2,,,,,,,5.2,5.2,5.2,[5.2]
1,Benin,6.2,,,,,,,6.2,6.2,6.2,[6.2]
4,Benin,5.0,,,,,,,5.0,5.0,5.0,[5.0]
20,Bhutan,3.5,,,,,,,3.5,3.5,3.5,[3.5]
6,Bhutan,6.0,,,,,,,6.0,6.0,6.0,[6]
15,Bhutan,6.0,,,,,,,6.0,6.0,6.0,[6.0]
5,Bhutan,6.2,,,,,,,6.2,6.2,6.2,[6.2]
10,Bhutan,6.0,,,,,,,6.0,6.0,6.0,[6]
14,Bhutan,6.3,,,,,,,6.3,6.3,6.3,[6.3]
16,Bhutan,5.8,,,,,,,5.8,5.8,5.8,[5.8]
19,Bhutan,6.8,,,,,,,6.8,6.8,6.8,[6.8]
7,Bhutan,5.5,,,,,,,5.5,5.5,5.5,[5.5]
13,Bhutan,6.0,,,,,,,6.0,6.0,6.0,[6.0]
18,Bhutan,6.0,,,,,,,6.0,6.0,6.0,[6.0]
11,Bhutan,6.0,,,,,,,6.0,6.0,6.0,[6.0]
2,Bhutan,6.5,,,,,,,6.5,6.5,6.5,[6.5]
12,Bhutan,6.5,,,,,,,6.5,6.5,6.5,[6.5]
3,Bhutan,6.2,,,,,,,6.2,6.2,6.2,[6.2]
17,Bhutan,5.8,,,,,,,5.8,5.8,5.8,[5.8]
8,Bhutan,6.6,,,,,,,6.6,6.6,6.6,[6.6]
9,Bhutan,6.5,,,,,,,6.5,6.5,6.5,[6.5]
1,Bhutan,6.5,,,,,,,6.5,6.5,6.5,[6.5]
4,Bhutan,6.5,,,,,,,6.5,6.5,6.5,[6.5]
20,Bolivia,3.5,,,,,,,3.5,3.5,3.5,[3.5]
6,Bolivia,4.8,,,,,,,4.8,4.8,4.8,[4.8]
15,Bolivia,5.0,,,,,,,5.0,5.0,5.0,[5.0]
5,Bolivia,5.2,,,,,,,5.2,5.2,5.2,[5.2]
10,Bolivia,5.2,,,,,,,5.2,5.2,5.2,[5.2]
14,Bolivia,5.8,,,,,,,5.8,5.8,5.8,[5.8]
16,Bolivia,4.8,,,,,,,4.8,4.8,4.8,[4.8]
19,Bolivia,6.5,,,,,,,6.5,6.5,6.5,[6.5]
7,Bolivia,5.0,,,,,,,5.0,5.0,5.0,[5.0]
13,Bolivia,5.0,,,,,,,5.0,5.0,5.0,[5.0]
18,Bolivia,5.0,,,,,,,5.0,5.0,5.0,[5.0]
11,Bolivia,5.0,,,,,,,5.0,5.0,5.0,[5.0]
2,Bolivia,5.5,,,,,,,5.5,5.5,5.5,[5.5]
12,Bolivia,6.0,,,,,,,6.0,6.0,6.0,[6.0]
3,Bolivia,5.5,,,,,,,5.5,5.5,5.5,[5.5]
17,Bolivia,4.8,,,,,,,4.8,4.8,4.8,[4.8]
8,Bolivia,6.5,,,,,,,6.5,6.5,6.5,[6.5]
9,Bolivia,6.2,,,,,,,6.2,6.2,6.2,[6.2]
1,Bolivia,6.2,,,,,,,6.2,6.2,6.2,[6.2]
4,Bolivia,5.5,,,,,,,5.5,5.5,5.5,[5.5]
20,Bosnia and Herzegovina,3.5,,,,,,,3.5,3.5,3.5,[3.5]
6,Bosnia and Herzegovina,5.0,,,,,,,5.0,5.0,5.0,[5.0]
15,Bosnia and Herzegovina,5.0,,,,,,,5.0,5.0,5.0,[5]
5,Bosnia and Herzegovina,5.2,,,,,,,5.2,5.2,5.2,[5.2]
10,Bosnia and Herzegovina,5.0,,,,,,,5.0,5.0,5.0,[5.0]
14,Bosnia and Herzegovina,5.2,,,,,,,5.2,5.2,5.2,[5.2]
16,Bosnia and Herzegovina,4.8,,,,,,,4.8,4.8,4.8,[4.8]
19,Bosnia and Herzegovina,6.5,,,,,,,6.5,6.5,6.5,[6.5]
7,Bosnia and Herzegovina,4.8,,,,,,,4.8,4.8,4.8,[4.8]
13,Bosnia and Herzegovina,5.0,,,,,,,5.0,5.0,5.0,[5.0]
18,Bosnia and Herzegovina,5.0,,,,,,,5.0,5.0,5.0,[5.0]
11,Bosnia and Herzegovina,5.0,,,,,,,5.0,5.0,5.0,[5.0]
2,Bosnia and Herzegovina,5.5,,,,,,,5.5,5.5,5.5,[5.5]
12,Bosnia and Herzegovina,5.8,,,,,,,5.8,5.8,5.8,[5.8]
3,Bosnia and Herzegovina,5.2,,,,,,,5.2,5.2,5.2,[5.2]
17,Bosnia and Herzegovina,4.8,,,,,,,4.8,4.8,4.8,[4.8]
8,Bosnia and Herzegovina,6.5,,,,,,,6.5,6.5,6.5,[6.5]
9,Bosnia and Herzegovina,5.5,,,,,,,5.5,5.5,5.5,[5.5]
1,Bosnia and Herzegovina,6.2,,,,,,,6.2,6.2,6.2,[6.2]
4,Bosnia and Herzegovina,5.0,,,,,,,5.0,5.0,5.0,[5.0]
20,Botswana,3.5,,,,,,,3.5,3.5,3.5,[3.5]
6,Botswana,5.5,,,,,,,5.5,5.5,5.5,[5.5]
15,Botswana,5.5,,,,,,,5.5,5.5,5.5,[5.5]
5,Botswana,6.0,,,,,,,6.0,6.0,6.0,[6]
10,Botswana,5.6,,,,,,,5.6,5.6,5.6,[5.6]
14,Botswana,6.2,,,,,,,6.2,6.2,6.2,[6.2]
16,Botswana,5.6,,,,,,,5.6,5.6,5.6,[5.6]
19,Botswana,6.8,,,,,,,6.8,6.8,6.8,[6.8]
7,Botswana,5.5,,,,,,,5.5,5.5,5.5,[5.5]
13,Botswana,5.5,,,,,,,5.5,5.5,5.5,[5.5]
18,Botswana,6.0,,,,,,,6.0,6.0,6.0,[6.0]
11,Botswana,6.0,,,,,,,6.0,6.0,6.0,[6.0]
2,Botswana,6.0,,,,,,,6.0,6.0,6.0,[6.0]
12,Botswana,6.2,,,,,,,6.2,6.2,6.2,[6.2]
3,Botswana,6.2,,,,,,,6.2,6.2,6.2,[6.2]
17,Botswana,5.5,,,,,,,5.5,5.5,5.5,[5.5]
8,Botswana,6.8,,,,,,,6.8,6.8,6.8,[6.8]
9,Botswana,6.5,,,,,,,6.5,6.5,6.5,[6.5]
1,Botswana,6.5,,,,,,,6.5,6.5,6.5,[6.5]
4,Botswana,6.0,,,,,,,6.0,6.0,6.0,[6.0]
20,Brazil,3.5,,,,,,,3.5,3.5,3.5,[3.5]
6,Brazil,5.5,,,,,,,5.5,5.5,5.5,[5.5]
15,Brazil,6.0,,,,,,,6.0,6.0,6.0,[6.0]
5,Brazil,6.0,,,,,,,6.0,6.0,6.0,[6]
10,Brazil,5.6,,,,,,,5.6,5.6,5.6,[5.6]
14,Brazil,6.2,,,,,,,6.2,6.2,6.2,[6.2]
16,Brazil,5.2,,,,,,,5.2,5.2,5.2,[5.2]
19,Brazil,7.2,,,,,,,7.2,7.2,7.2,[7.2]
7,Brazil,5.0,,,,,,,5.0,5.0,5.0,[5.0]
13,Brazil,5.5,,,,,,,5.5,5.5,5.5,[5.5]
