grouping,group_value,metric,mean_bias,std_bias,median_bias,count,p_value,significant
world_123,World 3,diff_freedom,5.405222222222222,0.6819427721183386,5.565,9,0.1,False
world_123,World 1,diff_generosity,4.271454545454546,0.31976207334482865,4.26,22,0.1,False
world_123,World 2,diff_generosity,3.8250431034482757,0.3037016668932904,3.774,116,0.1,False
world_123,World 3,diff_generosity,3.778555555555556,0.23247478955314235,3.7400000000000007,9,0.1,False
world_123,World 1,diff_corruption,6.524318181818182,1.5766588055687536,6.702,22,0.1,False
world_123,World 2,diff_corruption,2.816095652173913,1.0394678967213293,2.556,115,0.1,False
world_123,World 3,diff_corruption,1.9604444444444442,0.4874041216257591,2.092,9,0.1,False
continent,Africa,diff_overall_happiness,1.7215833333333332,0.6358917086670617,1.8560000000000005,12,0.1,False
continent,Asia,diff_overall_happiness,1.4299565217391306,0.9891013588220954,1.0780000000000003,23,0.1,False
continent,Europe,diff_overall_happiness,0.5783333333333333,0.3813642178635362,0.492,33,0.1,False
continent,North America,diff_overall_happiness,0.4038888888888888,0.2298909765760961,0.4429999999999996,9,0.1,False
continent,Oceania,diff_overall_happiness,0.38949999999999996,0.026162950903901597,0.38949999999999996,2,0.1,False
continent,Other,diff_overall_happiness,1.6099827586206898,0.8037201767434592,1.4590000000000005,58,0.1,False
continent,South America,diff_overall_happiness,0.6992999999999999,0.24752196311079594,0.7235,10,0.1,False
continent,Africa,diff_life_evaluation,1.7215833333333332,0.6358917086670617,1.8560000000000005,12,0.1,False
continent,Asia,diff_life_evaluation,1.4299565217391306,0.9891013588220954,1.0780000000000003,23,0.1,False
continent,Europe,diff_life_evaluation,0.5783333333333333,0.3813642178635362,0.492,33,0.1,False
continent,North America,diff_life_evaluation,0.4038888888888888,0.2298909765760961,0.4429999999999996,9,0.1,False
continent,Oceania,diff_life_evaluation,0.38949999999999996,0.026162950903901597,0.38949999999999996,2,0.1,False
continent,Other,diff_life_evaluation,1.6099827586206898,0.8037201767434592,1.4590000000000005,58,0.1,False
continent,South America,diff_life_evaluation,0.6992999999999999,0.24752196311079594,0.7235,10,0.1,False
continent,Africa,diff_gdp,3.7310833333333338,0.5717924700342586,3.711,12,0.1,False
continent,Asia,diff_gdp,4.106565217391304,0.9293341617468515,4.3660000000000005,23,0.1,False
continent,Europe,diff_gdp,4.481030303030303,0.4553881918792257,4.446,33,0.1,False
continent,North America,diff_gdp,4.313888888888889,0.2239176435904756,4.375,9,0.1,False
continent,Oceania,diff_gdp,4.62,0.07495331880577395,4.62,2,0.1,False
continent,Other,diff_gdp,3.984965517241379,0.4749057142071146,4.077500000000001,58,0.1,False
continent,South America,diff_gdp,4.099,0.5764625843115151,4.274,10,0.1,False
continent,Africa,diff_social_support,6.8773333333333335,0.2820542608446219,6.784999999999999,12,0.1,False
continent,Asia,diff_social_support,6.89704347826087,0.3672856800244028,6.91,23,0.1,False
continent,Europe,diff_social_support,6.799121212121213,0.16341564291243613,6.835000000000001,33,0.1,False
continent,North America,diff_social_support,6.871111111111111,0.1138655396119085,6.892999999999999,9,0.1,False
continent,Oceania,diff_social_support,6.825500000000001,0.04596194077712524,6.825500000000001,2,0.1,False
continent,Other,diff_social_support,6.883396551724139,0.2540662256291549,6.867000000000001,58,0.1,False
continent,South America,diff_social_support,6.792199999999999,0.13579052495173116,6.8415,10,0.1,False
continent,Africa,diff_health,6.051916666666667,0.22647434465713487,6.075000000000001,12,0.1,False
continent,Asia,diff_health,6.012869565217391,0.2599963818538155,5.992999999999999,23,0.1,False
continent,Europe,diff_health,6.152060606060606,0.14133314795942634,6.166,33,0.1,False
continent,North America,diff_health,6.188888888888889,0.10423344526163904,6.184,9,0.1,False
continent,Oceania,diff_health,6.157,0.025455844122716675,6.157,2,0.1,False
continent,Other,diff_health,6.08940350877193,0.20222705234897315,6.077,57,0.1,False
continent,South America,diff_health,6.182,0.1630718996162258,6.181000000000001,10,0.1,False
continent,Africa,diff_freedom,5.8790000000000004,0.4461424558468864,5.949,12,0.1,False
continent,Asia,diff_freedom,5.826478260869566,0.7119698582463891,6.056000000000001,23,0.1,False
continent,Europe,diff_freedom,6.599272727272727,0.268597662956055,6.613999999999999,33,0.1,False
continent,North America,diff_freedom,6.201555555555555,0.6720022528070703,6.376,9,0.1,False
continent,Oceania,diff_freedom,6.7235,0.04171930009000579,6.7235,2,0.1,False
continent,Other,diff_freedom,5.924473684210526,0.5984833541444324,6.032,57,0.1,False
continent,South America,diff_freedom,6.235,0.40382036710508884,6.3485,10,0.1,False
continent,Africa,diff_generosity,3.8697500000000002,0.3345716732562016,3.9210000000000003,12,0.1,False
continent,Asia,diff_generosity,4.009347826086957,0.4584720283621607,3.929,23,0.1,False
continent,Europe,diff_generosity,3.910909090909091,0.3234161757353405,3.847,33,0.1,False
continent,North America,diff_generosity,3.8772222222222226,0.25838332849556017,3.771,9,0.1,False
continent,Oceania,diff_generosity,4.3745,0.009192388155425047,4.3745,2,0.1,False
continent,Other,diff_generosity,3.853293103448276,0.31862148299398674,3.855,58,0.1,False
continent,South America,diff_generosity,3.6837000000000004,0.12636371666300783,3.6814999999999998,10,0.1,False
continent,Africa,diff_corruption,2.3725,0.6804278734069399,2.173,12,0.1,False
continent,Asia,diff_corruption,3.266545454545455,1.8360718610086806,2.7005,22,0.1,False
continent,Europe,diff_corruption,5.08560606060606,2.0324433869636125,4.541,33,0.1,False
continent,North America,diff_corruption,3.078777777777778,1.3074776076263959,3.053,9,0.1,False
continent,Oceania,diff_corruption,6.628,0.6194255403194152,6.628,2,0.1,False
continent,Other,diff_corruption,2.541948275862069,0.7838952539768954,2.385,58,0.1,False
continent,South America,diff_corruption,2.8472999999999997,1.4291051629137257,2.491,10,0.1,False
region,Africa,diff_overall_happiness,1.7215833333333332,0.6358917086670617,1.8560000000000005,12,0.1,False
region,East Asia,diff_overall_happiness,0.8508333333333332,0.11060093429382327,0.8354999999999997,6,0.1,False
region,Eastern Europe,diff_overall_happiness,0.6783076923076923,0.41089503619444084,0.7429999999999994,13,0.1,False
region,Latin America,diff_overall_happiness,0.6992999999999999,0.24752196311079594,0.7235,10,0.1,False
region,Middle East,diff_overall_happiness,1.1702727272727274,0.900620129789368,1.0780000000000003,11,0.1,False
region,North America,diff_overall_happiness,0.4038888888888888,0.2298909765760961,0.4429999999999996,9,0.1,False
region,Oceania,diff_overall_happiness,0.38949999999999996,0.026162950903901597,0.38949999999999996,2,0.1,False
region,Other,diff_overall_happiness,1.6099827586206898,0.8037201767434592,1.4590000000000005,58,0.1,False
region,South Asia,diff_overall_happiness,2.4851666666666667,0.8849676641926907,2.5900000000000007,6,0.1,False
region,Western Europe,diff_overall_happiness,0.51335,0.35641715284495684,0.4624999999999999,20,0.1,False
region,Africa,diff_life_evaluation,1.7215833333333332,0.6358917086670617,1.8560000000000005,12,0.1,False
region,East Asia,diff_life_evaluation,0.8508333333333332,0.11060093429382327,0.8354999999999997,6,0.1,False
region,Eastern Europe,diff_life_evaluation,0.6783076923076923,0.41089503619444084,0.7429999999999994,13,0.1,False
region,Latin America,diff_life_evaluation,0.6992999999999999,0.24752196311079594,0.7235,10,0.1,False
region,Middle East,diff_life_evaluation,1.1702727272727274,0.900620129789368,1.0780000000000003,11,0.1,False
region,North America,diff_life_evaluation,0.4038888888888888,0.2298909765760961,0.4429999999999996,9,0.1,False
region,Oceania,diff_life_evaluation,0.38949999999999996,0.026162950903901597,0.38949999999999996,2,0.1,False
region,Other,diff_life_evaluation,1.6099827586206898,0.8037201767434592,1.4590000000000005,58,0.1,False
region,South Asia,diff_life_evaluation,2.4851666666666667,0.8849676641926907,2.5900000000000007,6,0.1,False
region,Western Europe,diff_life_evaluation,0.51335,0.35641715284495684,0.4624999999999999,20,0.1,False
region,Africa,diff_gdp,3.7310833333333338,0.5717924700342586,3.711,12,0.1,False
region,East Asia,diff_gdp,4.491,0.20440058708330539,4.536,6,0.1,False
region,Eastern Europe,diff_gdp,4.181923076923077,0.3971795273211811,4.291,13,0.1,False
region,Latin America,diff_gdp,4.099,0.5764625843115151,4.274,10,0.1,False
region,Middle East,diff_gdp,4.026454545454545,1.2512713026067819,4.09,11,0.1,False
region,North America,diff_gdp,4.313888888888889,0.2239176435904756,4.375,9,0.1,False
region,Oceania,diff_gdp,4.62,0.07495331880577395,4.62,2,0.1,False
region,Other,diff_gdp,3.984965517241379,0.4749057142071146,4.077500000000001,58,0.1,False
region,South Asia,diff_gdp,3.869,0.6064499979388241,3.7485,6,0.1,False
region,Western Europe,diff_gdp,4.67545,0.3855319599012037,4.7135,20,0.1,False
region,Africa,diff_social_support,6.8773333333333335,0.2820542608446219,6.784999999999999,12,0.1,False
region,East Asia,diff_social_support,6.701833333333333,0.17891385264050008,6.703499999999999,6,0.1,False
region,Eastern Europe,diff_social_support,6.636153846153847,0.10464929220484168,6.643999999999999,13,0.1,False
region,Latin America,diff_social_support,6.792199999999999,0.13579052495173116,6.8415,10,0.1,False
region,Middle East,diff_social_support,6.8376363636363635,0.36805034240638107,6.936,11,0.1,False
region,North America,diff_social_support,6.871111111111111,0.1138655396119085,6.892999999999999,9,0.1,False
region,Oceania,diff_social_support,6.825500000000001,0.04596194077712524,6.825500000000001,2,0.1,False
region,Other,diff_social_support,6.883396551724139,0.2540662256291549,6.867000000000001,58,0.1,False
region,South Asia,diff_social_support,7.2011666666666665,0.35516273265457715,7.240499999999999,6,0.1,False
region,Western Europe,diff_social_support,6.90505,0.08986977420573329,6.920999999999999,20,0.1,False
region,Africa,diff_health,6.051916666666667,0.22647434465713487,6.075000000000001,12,0.1,False
region,East Asia,diff_health,6.0565,0.19398015362402368,6.0535,6,0.1,False
region,Eastern Europe,diff_health,6.135692307692308,0.1366829571279122,6.183,13,0.1,False
region,Latin America,diff_health,6.182,0.1630718996162258,6.181000000000001,10,0.1,False
region,Middle East,diff_health,6.002454545454546,0.33722466209824076,5.922000000000001,11,0.1,False
region,North America,diff_health,6.188888888888889,0.10423344526163904,6.184,9,0.1,False
region,Oceania,diff_health,6.157,0.025455844122716675,6.157,2,0.1,False
region,Other,diff_health,6.08940350877193,0.20222705234897315,6.077,57,0.1,False
region,South Asia,diff_health,5.988333333333333,0.17063723704592348,5.9405,6,0.1,False
region,Western Europe,diff_health,6.162699999999999,0.14676658876919962,6.142,20,0.1,False
region,Africa,diff_freedom,5.8790000000000004,0.4461424558468864,5.949,12,0.1,False
region,East Asia,diff_freedom,6.2045,0.26298193854331564,6.2540000000000004,6,0.1,False
region,Eastern Europe,diff_freedom,6.453923076923076,0.2991801189747469,6.539,13,0.1,False
region,Latin America,diff_freedom,6.235,0.40382036710508884,6.3485,10,0.1,False
region,Middle East,diff_freedom,5.757272727272727,0.8188109782982994,5.95,11,0.1,False
region,North America,diff_freedom,6.201555555555555,0.6720022528070703,6.376,9,0.1,False
region,Oceania,diff_freedom,6.7235,0.04171930009000579,6.7235,2,0.1,False
region,Other,diff_freedom,5.924473684210526,0.5984833541444324,6.032,57,0.1,False
region,South Asia,diff_freedom,5.575333333333333,0.7500644416759583,5.842499999999999,6,0.1,False
region,Western Europe,diff_freedom,6.69375,0.20279127848992637,6.6665,20,0.1,False
region,Africa,diff_generosity,3.8697500000000002,0.3345716732562016,3.9210000000000003,12,0.1,False
region,East Asia,diff_generosity,3.749166666666667,0.314653089396349,3.801,6,0.1,False
region,Eastern Europe,diff_generosity,3.686923076923077,0.307861024256742,3.667,13,0.1,False
region,Latin America,diff_generosity,3.6837000000000004,0.12636371666300783,3.6814999999999998,10,0.1,False
region,Middle East,diff_generosity,4.245727272727273,0.5295143229241472,4.376,11,0.1,False
region,North America,diff_generosity,3.8772222222222226,0.25838332849556017,3.771,9,0.1,False
region,Oceania,diff_generosity,4.3745,0.009192388155425047,4.3745,2,0.1,False
region,Other,diff_generosity,3.853293103448276,0.31862148299398674,3.855,58,0.1,False
region,South Asia,diff_generosity,3.836166666666667,0.15792076072089667,3.8125,6,0.1,False
region,Western Europe,diff_generosity,4.0565,0.24426635591415147,4.0625,20,0.1,False
region,Africa,diff_corruption,2.3725,0.6804278734069399,2.173,12,0.1,False
region,East Asia,diff_corruption,4.337,2.100289313404227,3.3585000000000003,6,0.1,False
region,Eastern Europe,diff_corruption,3.8153076923076927,1.4350943281781972,3.3000000000000003,13,0.1,False
region,Latin America,diff_corruption,2.8472999999999997,1.4291051629137257,2.491,10,0.1,False
region,Middle East,diff_corruption,3.2619,1.955069276976593,2.8215,10,0.1,False
region,North America,diff_corruption,3.078777777777778,1.3074776076263959,3.053,9,0.1,False
region,Oceania,diff_corruption,6.628,0.6194255403194152,6.628,2,0.1,False
region,Other,diff_corruption,2.541948275862069,0.7838952539768954,2.385,58,0.1,False
region,South Asia,diff_corruption,2.2038333333333333,0.37041134791832,2.1590000000000003,6,0.1,False
region,Western Europe,diff_corruption,5.9113,1.958242017729167,6.187,20,0.1,False
income_level,High Income,diff_overall_happiness,0.38949999999999996,0.33076876543965916,0.43099999999999955,22,0.1,False
income_level,Low Income,diff_overall_happiness,2.058222222222222,1.0275114084254464,1.654,9,0.1,False
income_level,Lower Middle Income,diff_overall_happiness,2.0053,0.6323934365730637,2.0340000000000003,30,0.1,False
income_level,Upper Middle Income,diff_overall_happiness,1.048453488372093,0.6866411111041024,0.9579999999999997,86,0.1,False
income_level,High Income,diff_life_evaluation,0.38949999999999996,0.33076876543965916,0.43099999999999955,22,0.1,False
income_level,Low Income,diff_life_evaluation,2.058222222222222,1.0275114084254464,1.654,9,0.1,False
income_level,Lower Middle Income,diff_life_evaluation,2.0053,0.6323934365730637,2.0340000000000003,30,0.1,False
income_level,Upper Middle Income,diff_life_evaluation,1.048453488372093,0.6866411111041024,0.9579999999999997,86,0.1,False
income_level,High Income,diff_gdp,4.8305,0.3689369219540823,4.8705,22,0.1,False
income_level,Low Income,diff_gdp,3.7411111111111115,0.6007870763516068,3.755,9,0.1,False
income_level,Lower Middle Income,diff_gdp,3.8568333333333333,0.4673130888264373,3.865,30,0.1,False
income_level,Upper Middle Income,diff_gdp,4.088779069767441,0.5622287665263247,4.2295,86,0.1,False
income_level,High Income,diff_social_support,6.899409090909091,0.16187051235652128,6.8875,22,0.1,False
income_level,Low Income,diff_social_support,6.941666666666666,0.49021882868776057,6.935,9,0.1,False
income_level,Lower Middle Income,diff_social_support,7.005666666666667,0.27307234526243473,6.9670000000000005,30,0.1,False
income_level,Upper Middle Income,diff_social_support,6.787779069767442,0.1901285881380276,6.7775,86,0.1,False
income_level,High Income,diff_health,6.188818181818181,0.16813419707218455,6.1795,22,0.1,False
income_level,Low Income,diff_health,5.9446666666666665,0.2578962969877622,5.888,9,0.1,False
income_level,Lower Middle Income,diff_health,6.066599999999999,0.16539891172556115,6.0545,30,0.1,False
income_level,Upper Middle Income,diff_health,6.108388235294117,0.20122908611341242,6.102,85,0.1,False
income_level,High Income,diff_freedom,6.667000000000001,0.2926914513857309,6.7745,22,0.1,False
income_level,Low Income,diff_freedom,5.405222222222222,0.6819427721183386,5.565,9,0.1,False
income_level,Lower Middle Income,diff_freedom,5.915586206896552,0.35514247817313505,6.028999999999999,29,0.1,False
income_level,Upper Middle Income,diff_freedom,6.101930232558139,0.6200290465814091,6.246,86,0.1,False
income_level,High Income,diff_generosity,4.271454545454546,0.31976207334482865,4.26,22,0.1,False
income_level,Low Income,diff_generosity,3.778555555555556,0.23247478955314235,3.7400000000000007,9,0.1,False
income_level,Lower Middle Income,diff_generosity,3.9209666666666667,0.3185536801332496,3.9265,30,0.1,False
income_level,Upper Middle Income,diff_generosity,3.7915813953488375,0.2928930929282713,3.7445,86,0.1,False
income_level,High Income,diff_corruption,6.524318181818182,1.5766588055687536,6.702,22,0.1,False
income_level,Low Income,diff_corruption,1.9604444444444442,0.4874041216257591,2.092,9,0.1,False
income_level,Lower Middle Income,diff_corruption,2.2302000000000004,0.39117324850355956,2.1675000000000004,30,0.1,False
income_level,Upper Middle Income,diff_corruption,3.0228823529411764,1.1170001642554843,2.711,85,0.1,False
east_west,East,diff_overall_happiness,1.1585277777777778,0.8982765875707648,0.9195000000000002,36,0.1,False
east_west,Other,diff_overall_happiness,1.6291142857142857,0.7745203759982295,1.4770000000000003,70,0.1,False
east_west,West,diff_overall_happiness,0.5286341463414634,0.31077433582083,0.492,41,0.1,False
east_west,East,diff_life_evaluation,1.1585277777777778,0.8982765875707648,0.9195000000000002,36,0.1,False
east_west,Other,diff_life_evaluation,1.6291142857142857,0.7745203759982295,1.4770000000000003,70,0.1,False
east_west,West,diff_life_evaluation,0.5286341463414634,0.31077433582083,0.492,41,0.1,False
east_west,East,diff_gdp,4.1337777777777776,0.7735031299636039,4.301,36,0.1,False
east_west,Other,diff_gdp,3.9414428571428575,0.4977166889752362,4.0295000000000005,70,0.1,False
east_west,West,diff_gdp,4.452780487804878,0.4662177341218973,4.416,41,0.1,False
east_west,East,diff_social_support,6.802833333333334,0.323573572998255,6.703499999999999,36,0.1,False
east_west,Other,diff_social_support,6.882357142857143,0.25692710496769483,6.862500000000001,70,0.1,False
east_west,West,diff_social_support,6.86619512195122,0.11332678842890442,6.868,41,0.1,False
east_west,East,diff_health,6.057222222222222,0.22907504835266929,6.109,36,0.1,False
east_west,Other,diff_health,6.082884057971015,0.20537952932472017,6.077,69,0.1,False
east_west,West,diff_health,6.172878048780488,0.13618740674562224,6.175000000000001,41,0.1,False
east_west,East,diff_freedom,6.053055555555556,0.6653831954786631,6.1485,36,0.1,False
east_west,Other,diff_freedom,5.916565217391304,0.5722528101917705,6.031999999999999,69,0.1,False
east_west,West,diff_freedom,6.475268292682927,0.4525736417639809,6.538,41,0.1,False
east_west,East,diff_generosity,3.892916666666667,0.4350728264161235,3.7485000000000004,36,0.1,False
east_west,Other,diff_generosity,3.856114285714286,0.31898010218517087,3.855,70,0.1,False
east_west,West,diff_generosity,3.941731707317073,0.28074962372105183,3.856,41,0.1,False
east_west,East,diff_corruption,3.470371428571428,1.697481267083923,2.892,35,0.1,False
east_west,Other,diff_corruption,2.5128999999999997,0.7652253651182048,2.361,70,0.1,False
east_west,West,diff_corruption,4.577170731707317,2.23294227312798,3.905,41,0.1,False
